config_key,config_label,seed,sustain_label,tau_fcr,durations,milp_discrete_eur,milp_objective_eur,bc_eur,ppo_eur,per_cluster_policies,duration_features,connection_limit_mw,centralized_critic,relative_features,gamma,vf_explained_var_final,entropy_final,bc_kl_final,ppo_eur_stochastic,random_eur,ppo_share_of_milp,bc_share_of_milp,wall_seconds,ok,collapsed,error
"W","PPO warm start (full)",0,"sogl_default",0.25,"[1.0, 2.0, 4.0]",6188.619759056961,6141.982260577777,5140.982464822603,0.0,False,True,2.4,True,True,0.99,8.0108642578125e-05,8.703929901123047,0.11054413765668869,2879.434178984995,-1018.5575770794148,0.0,0.8307155173492191,2651.2501451969147,True,False,""
