day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,32993.7082,23590.1649,822.3918,1926.0103
2,25376.0081,27694.1597,89.0310,7545.9017
3,28582.0210,34167.8485,822.3046,8057.8021
4,32138.6302,35128.8374,1165.3970,3934.8378
5,27171.3726,17808.4434,111.0442,7678.4015
6,49348.2775,43056.4597,0.0000,2397.6307
7,48765.9949,27395.5065,0.0000,2798.6463
8,37909.2711,34631.9132,23.2171,5011.9458
9,43940.2532,52888.9475,157.7217,9120.2773
10,52092.1674,57243.3144,0.0000,2759.4688
11,32651.3148,38142.7908,91.7687,5848.1173
12,39631.8671,41485.2220,6.1673,6971.9938
13,37917.2875,34898.5107,0.0000,10985.5520
14,29883.5808,32600.0270,0.0000,4596.9228
15,23418.6548,21493.5741,207.8303,6366.5017
16,37272.7890,36799.9885,135.9839,5326.5403
17,30264.9494,31433.1241,59.2119,6217.4795
18,35939.8840,37127.7369,162.9222,7050.0498
19,31029.3900,36536.9259,722.9430,1787.4806
20,27963.0235,26950.5750,20.9444,16321.6101
21,25309.9283,30373.3558,50.6632,5876.6607
22,21613.1664,23696.3457,114.8999,5682.1017
23,29646.6917,26281.4391,452.1087,7325.5999
24,22243.2254,22032.9587,508.6014,5867.5658
25,22083.4798,22361.8256,315.1789,5469.0950
26,42415.9972,45374.6306,122.3342,8446.6152
27,41056.7250,16898.8838,717.3439,8612.6042
28,37113.1048,35913.3132,702.2495,18462.0156
29,21719.7867,27017.1285,469.6867,5928.7108
30,33149.7324,31341.9088,130.3634,8841.9427
31,32523.2146,37187.0565,0.0000,7237.0221
32,33281.5412,40184.0154,77.8454,4144.6557
33,44948.7280,34992.9869,0.0000,5793.7509
34,28630.6591,32480.2515,-4.0441,8655.3336
35,21228.2037,34720.3938,44.1869,12189.3302
36,23010.0401,29962.9666,241.3826,1722.6844
37,31231.2697,30170.2284,186.3638,4892.6500
38,35354.4895,32902.5104,101.3223,6539.3969
39,37768.7520,34148.1992,350.6891,9932.1984
40,34163.7035,49261.6196,1815.7912,9197.0785
41,38669.0680,39446.7289,1895.2186,12556.2385
42,37116.8208,31798.8359,695.0131,16591.2504
43,52909.9600,52169.9528,451.0097,6625.8675
44,41899.4209,31335.7999,1224.6658,12259.2495
45,24887.7961,38778.2540,1001.8517,6560.4938
46,44426.1558,47041.1982,241.9976,6621.6968
47,38128.8049,39636.7209,78.9415,4179.9524
48,38556.7355,39313.4553,108.9151,9753.4076
49,28932.4403,25977.8167,-19.5159,11255.5294
50,29239.7770,53391.7284,445.4658,9476.3326
51,44048.7402,32477.2789,1282.1986,13311.0540
52,44057.0212,61705.2632,380.3029,8477.2341
53,36445.1665,34067.2077,228.1036,12949.8077
54,34944.2654,39592.7996,1373.9407,15535.9522
55,30904.9242,32186.9713,993.2960,15754.2511
56,28931.8330,32911.1676,4515.8161,9979.2908
57,33719.0162,32891.7018,5625.4302,14621.8792
58,51009.2005,35855.0844,1747.8280,12057.6646
59,42042.1190,44716.0018,346.6412,12729.9135
60,19511.9874,31883.7585,1016.8570,9398.8863
61,35071.3455,29072.1223,170.2848,5480.4564
62,28124.5210,28240.8280,-1.3331,14883.8972
63,32958.9948,29171.4404,632.8834,11839.9730
64,56620.6278,42067.7406,427.6827,4509.9909
65,36733.3351,33668.7562,238.4853,9032.9657
66,31763.0898,34083.6667,107.9161,3942.9748
67,32839.2355,28536.6463,167.6148,7033.3941
68,28326.1544,40051.3081,138.4978,7755.9151
69,37304.5480,36817.9286,-27.0916,9472.0751
70,31364.5625,35912.9905,6.0123,17087.8779
71,46496.1641,43355.8208,-6.5715,7723.4365
72,39576.0700,36454.7615,210.7883,10043.9488
73,46322.7174,43457.8562,94.0772,7783.3843
74,0.0000,23998.3761,19.4678,6596.8547
75,40946.4396,39485.2891,180.2991,6268.6578
76,49902.9888,40630.8357,1335.8675,12015.9763
77,39241.3612,36732.2479,2271.4179,14726.9687
78,40551.2519,37702.4975,365.8574,4996.6789
79,17134.9023,15232.4753,66.0004,11329.4938
80,35550.5475,34387.9392,74.1367,9861.6941
81,34383.7661,28565.7928,73.8292,6889.7373
82,36808.2562,31504.8578,-25.5591,6737.8515
83,27732.1065,29929.9249,-1.7337,18624.5508
84,34667.7014,41584.1188,2164.0411,18230.3128
85,37425.6598,26374.0712,689.9951,6433.5520
86,31237.6528,25353.5478,281.6649,4524.9450
87,28417.2520,30582.1801,832.4161,12450.7229
88,40955.3099,24984.4550,200.7980,10739.0052
89,36106.6314,23994.9179,347.0084,6889.4377
90,32309.4889,39271.2518,394.8899,14974.5232
91,37768.5131,27668.6264,2185.9001,11948.1121
92,53319.6415,44620.1472,2138.2131,15989.4847
93,37400.6150,21154.9028,1074.9183,14089.5243
94,34480.4232,36551.4796,179.4522,6708.3206
95,22156.6301,19694.6431,618.3036,7528.8106
96,37645.0006,31894.1603,380.8366,10089.4151
97,37322.4204,30361.4729,1825.8099,8842.8424
98,38542.0154,24828.5431,863.2515,16777.6737
99,40792.6815,41582.5498,826.4883,12426.6019
100,35531.2728,27712.1453,593.2610,9598.3866
101,39328.6124,40922.7604,722.8276,9043.9025
102,17016.7441,24135.3890,669.2284,12385.6323
103,30350.1741,27179.7684,4952.0619,15108.7201
104,31862.3038,19382.5975,1813.1815,18382.9691
105,30387.8355,32172.4442,2201.1184,16937.4943
106,15696.5885,27347.4985,105.8399,7505.6770
107,32617.1475,34830.9432,1387.2644,17377.0916
108,43655.3701,40338.4324,327.4252,4647.2028
109,34756.9574,26090.4400,32.9862,5056.1101
110,33533.7280,35109.2682,118.5891,7558.6247
111,40121.3805,39141.8798,310.9207,13571.4631
112,42133.8464,48006.4459,2069.7095,14606.2936
113,31147.4805,28506.8090,-19.0088,6099.5581
114,23122.3359,17801.1008,65.7638,5657.4371
115,38547.5773,29445.0385,74.7430,8585.4595
116,19171.1860,27997.2850,0.0000,6453.0028
117,17046.5616,25815.2633,40.9845,2801.3607
118,40814.1969,45656.3410,0.0000,9676.4757
119,33193.0843,32481.4093,408.6979,12359.7138
120,42522.1796,37455.2030,89.2373,7743.8792
121,37231.1364,37477.1912,97.9417,10286.2942
122,40881.7557,19992.2677,-30.8737,6471.7821
123,26343.1408,36971.0777,203.9874,8927.7966
124,43058.2497,29563.1075,161.3136,11521.9007
125,27118.4453,25803.7068,2625.8286,16079.9627
126,47800.2141,37698.6451,3588.9989,16617.1540
127,31557.9387,30814.2262,126.4372,7725.6536
128,12952.0966,19886.6042,0.0000,4561.1812
129,24952.2068,31803.6759,0.0000,11426.1641
130,24551.7135,28357.6545,149.6382,10731.7253
131,47012.3312,45453.7069,192.5494,11819.9032
132,35709.6804,29064.6466,3306.4769,14767.5498
133,0.0000,33134.5940,1042.0560,21439.0241
134,44641.4586,44693.9030,279.5197,3872.6012
135,37435.0267,25378.5375,49.8916,6786.7121
136,27172.9286,22018.4532,68.5834,5760.6141
137,43015.5761,32298.1230,158.9500,6334.0824
138,41464.6864,28093.4405,133.9578,6691.5025
139,37822.4807,34812.1347,0.0000,12394.1829
140,39242.3762,35988.2500,-67.5794,13261.7061
141,37413.4055,32099.6707,207.0252,6025.3031
142,27391.1543,18568.2907,116.0998,11108.0518
143,31356.4952,28423.9128,139.1544,6231.2890
144,40946.2418,28565.9168,108.0494,6948.6815
145,40807.3938,41705.2352,-25.0559,5318.4543
146,33960.5270,28287.0553,0.0000,6578.0563
147,49409.2072,38188.4222,208.0301,14633.8891
148,38857.4046,41279.2296,110.9092,7576.5717
149,14709.4068,16377.9227,0.0000,2216.5183
150,33479.6272,37432.9487,0.0000,5354.6740
151,38938.7163,38907.2816,0.0000,6568.4184
152,37856.8709,32651.2091,196.1003,8043.4311
153,29610.8105,15424.1228,191.2578,15036.2329
154,18415.0237,34159.7415,921.0597,6928.7049
155,33192.4153,25608.5697,95.9355,4236.2782
156,34126.6557,32314.0170,0.0000,3307.5515
157,21356.9297,20442.1747,-9.3548,2618.1630
158,20563.2522,20502.4902,0.0000,432.2118
159,28899.5817,30280.9709,0.0000,7191.4078
160,33981.2782,19227.2456,0.0000,4734.0034
161,49640.0752,27976.2741,0.0000,11425.8558
162,13108.1419,13726.2035,151.9307,8830.6061
163,18179.5091,15906.2054,172.3314,4362.7366
164,37832.0664,29561.4851,0.0000,5236.2684
165,34718.3060,27032.7240,-23.0676,4712.2174
166,24085.5287,28709.5894,0.0000,2536.8886
167,20004.6572,31365.7384,0.0000,10379.8729
168,16084.4255,24720.2845,2349.6501,13161.8653
169,33234.6946,32694.0229,173.4288,448.5941
170,36753.2004,35050.4002,0.0000,2018.7673
171,35275.1212,21990.6095,0.0000,2936.4079
172,22365.8753,26315.8900,0.0000,1663.8036
173,22793.0924,21248.2548,0.0000,1695.0665
174,27636.6322,28786.7562,0.0000,5546.6931
175,25930.3081,20037.7693,0.0000,6404.2566
176,17783.0664,18115.7553,-16.1601,2269.7476
177,24690.1298,26668.7007,0.0000,1138.0620
178,22470.6671,18679.4895,0.0000,4385.8008
179,12623.6781,15141.5494,0.0000,4189.7541
180,33583.6986,39117.1751,0.0000,2921.2259
181,41001.8494,22036.3018,709.2694,12693.5699
182,23818.5349,25667.4744,2682.1339,18285.5943
183,32227.1855,30718.9462,110.7122,532.2995
184,21457.9508,24616.4768,0.0000,4774.3937
185,13266.3111,19152.3951,-15.9714,4849.6176
186,35491.5012,30070.7036,0.0000,1912.6889
187,43287.2226,15138.4926,0.0000,5314.3407
188,32740.6618,28007.0310,0.0000,5712.5214
189,20841.3695,16891.2695,0.0000,5563.7298
190,18537.1104,18532.7883,-7.7737,4958.0791
191,30558.8778,28520.5274,0.0000,4418.6981
192,29862.3683,24532.7217,0.0000,2320.8185
193,25114.4059,33818.8930,0.0000,2619.5972
194,26475.8974,22611.8944,0.0000,4307.6895
195,29729.3435,16826.8565,0.0000,6581.8302
196,29592.9911,31396.4135,0.0000,3932.0154
197,24616.8899,17470.1305,0.0000,6374.5478
198,19512.6797,18377.0025,0.0000,3313.9939
199,43443.7468,46624.4119,0.0000,197.6496
200,43275.5991,26430.5223,0.0000,4566.7245
201,32470.1432,26062.9504,0.0000,1442.4577
202,36248.5052,35226.1223,0.0000,3055.9114
203,19726.9096,18908.2498,0.0000,9406.7940
204,37650.1221,25401.7039,0.0000,2398.7333
205,25583.4070,27820.7117,0.0000,4906.7299
206,16805.9589,16510.0909,0.0000,44.6772
207,27794.1334,32568.7483,0.0000,469.0955
208,21229.6683,24292.1219,0.0000,604.3674
209,25970.1600,22915.8421,0.0000,6975.0752
210,36549.5755,21803.0076,0.0000,3737.4963
211,26049.1733,26476.8719,0.0000,253.1930
212,18476.3355,21297.1967,0.0000,3270.6479
213,15741.9872,11554.6610,0.0000,981.1243
214,15453.9272,30240.8259,0.0000,109.2987
