#{"t_start": 1767991165.512576, "env_id": "None"}
r,l,t
47040.192341,480,130.478674
46074.146946,480,134.707083
47708.494083,480,135.236763
47861.626928,480,135.794521
48192.361689,480,136.560065
46742.425101,480,140.571897
47615.128261,480,141.101581
46347.076715,480,141.604006
46691.730188,480,142.107221
47633.328941,480,142.615582
47925.911733,480,146.592259
48728.182652,480,147.706334
48672.953455,480,148.724529
47029.022305,480,149.589814
49288.696776,480,152.806613
47645.71427,480,153.475428
49268.021626,480,154.167791
48598.930003,480,155.007074
47867.654451,480,158.14098
48729.855803,480,158.83893
49606.543065,480,159.331065
49752.936348,480,160.120591
49687.611963,480,165.057761
48861.175129,480,165.861556
47654.113461,480,166.595073
47839.171019,480,167.49637
49538.541957,480,168.088769
48289.810502,480,171.456753
49591.671966,480,172.291057
49031.123004,480,172.911186
49607.789851,480,173.806399
48133.49812,480,178.057911
49594.848281,480,180.444167
48926.287631,480,183.469046
49493.334058,480,186.268361
47117.806083,480,194.492002
49718.891905,480,195.983032
49709.29778,480,198.786483
49644.312432,480,201.956111
48106.221845,480,205.25932
48737.145691,480,213.033516
48248.010379,480,215.277073
48169.017325,480,217.492513
50833.105023,480,219.810947
48503.809818,480,229.629385
48134.083722,480,230.84816
48060.751446,480,232.350013
48722.420517,480,234.394788
49312.84376,480,241.822903
48926.24088,480,244.812268
50742.656159,480,246.00066
49289.937396,480,247.050894
48217.20973,480,252.870702
49296.84157,480,255.04476
51270.491222,480,257.081847
49311.829527,480,258.058039
49555.166025,480,259.627661
50397.466581,480,266.139588
48770.753135,480,267.146244
48258.000579,480,268.877051
49003.113568,480,270.108801
48372.465046,480,277.612622
50995.839397,480,279.084491
50885.939468,480,280.565759
49784.214058,480,281.514409
49775.564499,480,292.621978
51125.232115,480,295.540009
48986.738089,480,296.884339
48889.332193,480,298.914568
51666.516621,480,310.923864
50471.877117,480,311.809201
49214.227541,480,313.270294
50137.164611,480,315.591192
50678.332217,480,317.387534
48804.244264,480,326.56248
48164.626236,480,327.710323
50255.887455,480,329.228479
49982.284978,480,330.332557
49370.995022,480,341.036366
47842.579004,480,342.361908
51284.273875,480,344.196768
48383.11136,480,346.770493
48434.291677,480,356.425651
49379.450491,480,357.418377
50387.026861,480,359.528839
48711.606343,480,361.142898
49627.536033,480,368.541505
51103.891873,480,370.530472
50391.977424,480,371.397678
51436.789827,480,372.514102
50146.577996,480,375.052957
50179.873429,480,384.21783
49219.249106,480,385.546874
49449.989786,480,386.397171
49855.440822,480,387.431827
50973.098572,480,398.225837
51971.564613,480,399.297352
51176.009954,480,400.317811
51158.189119,480,401.262593
49750.729215,480,408.453204
48998.064689,480,409.298709
50481.759766,480,410.171797
49357.469398,480,411.413549
49581.971895,480,414.949015
50701.728115,480,425.800397
50647.465448,480,429.380851
49292.289846,480,431.529943
51262.65036,480,433.198938
49383.253164,480,446.951701
51598.978367,480,448.55719
51716.757264,480,452.048037
50212.758042,480,455.52458
51230.373055,480,466.528242
50250.037446,480,469.916413
51110.025748,480,473.333923
49791.086057,480,476.138998
52876.886878,480,488.150859
51370.265858,480,491.064014
50776.763786,480,492.522414
52184.355397,480,494.714747
51392.524494,480,498.126047
50825.024653,480,509.463263
