#{"t_start": 1768004967.965304, "env_id": "None"}
r,l,t
50926.555005,480,1.058816
51853.665462,480,2.034704
51576.857083,480,3.030329
49069.415432,480,4.033615
50551.486012,480,9.130019
51540.922121,480,10.163689
51265.701701,480,11.148477
52157.636632,480,12.169886
51316.34339,480,17.458776
51375.305509,480,18.507866
51381.303773,480,19.518095
50805.325107,480,20.554114
52488.150456,480,26.02822
51878.612065,480,26.969725
52272.610157,480,27.890631
51975.089255,480,28.846562
50464.491112,480,29.765411
52399.588898,480,34.825933
50234.819837,480,35.717233
50895.780478,480,36.643121
50003.667932,480,37.590196
51050.554553,480,42.962363
51064.156111,480,44.008747
49602.57093,480,45.058359
51774.659311,480,46.126175
50723.797431,480,51.72422
51694.601139,480,52.743612
50402.039395,480,53.784691
50931.174575,480,54.790539
50922.03545,480,60.314174
49480.582971,480,61.311879
52520.880188,480,62.317662
52258.744812,480,63.346489
50321.857476,480,64.353076
52932.644512,480,69.864644
50701.845101,480,70.774182
50239.990326,480,71.65975
50688.054314,480,72.561073
53653.82195,480,77.428931
50807.423877,480,78.361761
51575.81431,480,79.245325
50121.502514,480,80.164382
52186.411017,480,85.057244
50699.706371,480,86.106016
52807.261686,480,87.144431
51125.970782,480,88.18608
50949.914892,480,93.516606
50573.962139,480,94.485221
51784.28738,480,95.488977
50948.956437,480,96.51095
52058.977625,480,97.526053
51420.849956,480,102.506705
51223.012885,480,103.397051
52009.483116,480,104.265324
51940.09119,480,105.208303
48885.674405,480,110.065616
51281.652623,480,110.974203
51980.456735,480,111.84356
48923.715077,480,112.757593
51447.855267,480,117.80502
50063.65682,480,118.770911
51486.365772,480,119.771845
49281.167215,480,120.748882
50036.543388,480,121.729351
49401.006026,480,127.161592
51398.99001,480,128.14645
53784.994462,480,129.137344
51847.534241,480,130.131047
51617.3798,480,135.013699
49498.829639,480,135.913018
51210.234417,480,136.830481
51833.995663,480,137.708872
50702.117973,480,142.564859
51470.026923,480,143.480483
50551.626664,480,144.35628
51099.320642,480,145.259437
53455.991334,480,150.468733
50550.712884,480,151.412746
52471.830039,480,152.418206
52326.488512,480,153.37289
52447.8982,480,154.452323
50434.357304,480,159.822705
51702.38742,480,160.802461
52997.879706,480,161.728565
50781.785953,480,162.660274
50742.126,480,167.630809
49990.422791,480,168.515734
50882.798601,480,169.444595
49401.664587,480,170.375731
51268.165261,480,175.236581
50911.161578,480,176.230823
52972.688354,480,177.282879
50263.637228,480,178.333459
50265.954027,480,183.635576
52078.015695,480,184.688179
51899.150804,480,185.672668
52064.747954,480,186.858081
49545.403628,480,187.953453
49779.173205,480,193.186252
50327.152787,480,194.117851
51455.700769,480,195.024515
51307.906616,480,195.975484
52073.70094,480,200.93487
51979.290152,480,201.881714
50872.529383,480,202.815278
51051.953146,480,203.779474
51631.944099,480,208.993203
51559.199326,480,210.041834
49680.566368,480,211.077764
52208.580763,480,212.18688
52232.266767,480,217.683352
51142.63099,480,218.713481
51334.350296,480,219.731758
51401.87384,480,220.742344
51145.422344,480,221.713892
52251.459572,480,226.807721
52274.082835,480,227.785076
50809.622383,480,228.749551
49832.374681,480,229.655709
50939.319127,480,234.745498
51496.828397,480,235.737353
50671.994713,480,236.752244
50025.256879,480,237.810926
51710.149366,480,243.224808
52721.480189,480,244.316768
49631.885773,480,245.308754
49617.04372,480,246.323103
51363.821917,480,247.347289
52054.627972,480,252.645248
50616.459018,480,253.552007
49965.611281,480,254.481856
51985.057282,480,255.38926
49784.920308,480,260.319005
52255.125229,480,261.25463
49467.028983,480,262.186755
51105.290124,480,263.156472
50227.941364,480,268.218758
49261.585494,480,269.230893
51666.484813,480,270.232081
52703.575096,480,271.269715
50066.294258,480,276.667336
49858.802351,480,277.665968
51270.633228,480,278.686607
51745.48767,480,279.652801
51473.394441,480,280.64399
50576.623316,480,285.542639
51691.170164,480,286.507342
52634.7362,480,287.410939
51342.55604,480,288.286629
52230.412221,480,293.039709
50207.007755,480,293.926305
53059.655595,480,294.808936
51825.23006,480,295.722557
52285.47085,480,300.81215
51597.681036,480,301.806272
49764.821162,480,302.815388
51898.030796,480,303.85757
52170.440618,480,308.988624
50844.20224,480,309.971313
52537.521538,480,310.978939
52224.342111,480,311.961992
51484.989748,480,312.887105
52207.541671,480,317.75589
51950.781727,480,318.650557
52456.834091,480,319.5352
50452.871125,480,320.438848
52077.698634,480,325.285384
50369.172312,480,326.193058
51069.269497,480,327.184176
53531.515846,480,328.173839
49775.475598,480,333.428466
51526.26395,480,334.437856
50361.369951,480,335.414989
49251.134406,480,336.428129
50337.102624,480,341.695959
51772.334797,480,342.623564
52766.583398,480,343.561951
52119.034092,480,344.452564
53331.957213,480,345.436685
50719.931434,480,350.523565
50764.278432,480,351.616589
51549.990904,480,352.515189
49571.594458,480,353.417872
51179.520706,480,358.542237
49864.223445,480,359.516453
51292.604045,480,360.551586
51174.539242,480,361.581758
51913.693598,480,367.382319
51327.632259,480,368.402981
51750.515882,480,369.39914
49554.703753,480,370.432296
51885.020087,480,371.481931
51150.947019,480,376.856576
51783.151644,480,377.777086
51549.300917,480,378.705242
51844.161902,480,379.63189
51217.317472,480,384.605249
50940.213196,480,385.560885
52345.052563,480,386.510065
48921.718916,480,387.494231
52518.894291,480,392.905729
48772.647606,480,393.966482
50322.028858,480,395.003271
51100.606163,480,396.071797
49823.774879,480,401.580165
51143.077629,480,402.510276
49266.719396,480,403.463562
51214.942558,480,404.425476
50901.268881,480,405.439814
