#{"t_start": 1768002172.6730628, "env_id": "None"}
r,l,t
51028.363419,480,1.089593
51904.936773,480,2.063097
51678.717086,480,2.98047
52885.962924,480,3.96893
50107.470446,480,9.128695
51920.194458,480,10.185621
50415.25264,480,11.24606
51875.687466,480,12.310804
50645.936618,480,17.494687
51512.649499,480,18.598693
50406.320266,480,19.661983
51795.469861,480,20.566226
50172.64585,480,25.03279
51392.810258,480,25.937592
51792.565915,480,26.859167
51781.498873,480,27.777128
50215.722521,480,28.712138
50726.033701,480,33.15774
51274.084277,480,34.070078
52401.064315,480,35.141532
51786.007928,480,36.1848
51152.213795,480,41.321053
50559.37351,480,42.350714
52327.648574,480,43.416003
52113.851113,480,44.447623
50835.857644,480,49.582364
51724.096549,480,50.500609
50791.778998,480,51.424721
51259.752173,480,52.358325
50683.856165,480,56.883281
52054.163693,480,57.818258
51805.075463,480,58.76737
50001.313867,480,59.705516
50399.968194,480,60.603818
50721.355693,480,65.401107
49967.424613,480,66.431831
50620.256453,480,67.484577
50377.70256,480,68.555331
51465.79184,480,73.874397
51510.007652,480,74.97561
51875.503633,480,76.070581
51312.244545,480,77.169901
51284.172028,480,82.087273
50736.604604,480,83.004382
51852.661689,480,83.971446
49570.168673,480,84.935135
51396.971518,480,89.452012
52077.497858,480,90.444949
51269.625015,480,91.413555
51576.488217,480,92.730919
51869.035191,480,93.860584
50620.904211,480,99.975307
51187.427784,480,101.194467
48961.134351,480,102.407637
49993.13912,480,103.681176
51100.999033,480,109.546575
49932.587075,480,110.717324
52498.544299,480,111.729632
50201.114304,480,112.661599
50793.39183,480,117.100507
49574.734319,480,118.116965
51179.692546,480,119.050055
50458.438535,480,119.992797
50573.960181,480,120.896369
48983.187088,480,125.611293
49588.964071,480,126.702573
51430.777894,480,127.796728
48500.428882,480,128.878395
50360.912693,480,134.009183
51166.599194,480,135.038949
50437.32773,480,136.120216
50119.35824,480,137.132796
50700.707329,480,141.784549
49474.907363,480,142.684136
51706.316524,480,143.569534
50849.322533,480,144.470593
49942.070757,480,148.873026
51719.963203,480,149.77741
50597.53614,480,150.671077
52208.092574,480,151.577676
51421.329915,480,152.531943
50357.58874,480,157.40088
52204.952524,480,158.491639
51108.552085,480,159.706821
50060.496371,480,161.371562
50199.577981,480,166.853221
51758.153225,480,168.055476
49491.903937,480,169.200536
50803.289712,480,170.133752
51147.3961,480,174.562059
51366.106069,480,175.495916
50598.907203,480,176.432914
52076.105063,480,177.400563
52833.35451,480,181.812344
51007.224836,480,182.762396
52023.194474,480,183.698654
49992.473818,480,184.71437
49862.28068,480,185.770495
51463.921109,480,190.856814
49861.434814,480,191.880286
49148.084112,480,192.940449
49914.645686,480,193.973567
51234.689179,480,199.114803
53690.477142,480,200.074276
51131.848973,480,201.069207
51984.644008,480,201.97912
50189.203327,480,206.506089
50818.952837,480,207.40017
52789.934344,480,208.325886
50111.334966,480,209.258646
49543.022061,480,213.907109
49718.998971,480,214.934548
50567.313767,480,215.997564
52305.122878,480,217.038006
50595.781531,480,218.145543
51295.194241,480,223.210448
49644.136999,480,224.272656
53727.001358,480,225.32337
52895.194575,480,226.380762
50620.352229,480,231.340559
50680.830833,480,232.281206
50686.60915,480,233.215654
50616.922171,480,234.17374
50635.211576,480,238.745802
50798.700923,480,239.652947
51598.217906,480,240.588418
51395.998776,480,241.525523
52357.930685,480,242.456215
51881.368684,480,247.439167
49914.726833,480,248.498877
48934.257235,480,249.552502
51209.001001,480,250.596744
51583.278265,480,255.796951
49701.482126,480,256.884132
50396.639978,480,257.95685
51571.485222,480,259.08957
50372.668266,480,263.654269
50285.515964,480,264.582491
51357.11187,480,265.547604
50941.345672,480,266.525059
52172.077023,480,271.0583
50681.36053,480,272.031051
47755.451941,480,272.943484
51238.869655,480,273.939264
52480.813419,480,274.983466
48862.151621,480,280.339872
51396.250438,480,281.430014
50631.97111,480,282.544554
52455.475215,480,283.561734
50838.938041,480,288.753663
48867.967313,480,289.79396
50428.836331,480,290.704905
51566.859945,480,291.640517
50945.09157,480,296.090558
50122.882551,480,297.003412
50283.341503,480,297.92701
50381.391679,480,298.836507
51370.004789,480,303.265723
52501.219321,480,304.185548
48805.23333,480,305.293353
51607.494332,480,306.367697
50897.296902,480,307.446964
51806.092575,480,312.520095
52259.115685,480,313.542391
50150.269437,480,314.563032
49407.833995,480,315.540863
49863.877363,480,320.217466
50802.197023,480,321.095776
50778.453442,480,322.012707
51424.660999,480,322.89531
49076.807061,480,327.447613
51062.764854,480,328.30593
51124.860702,480,329.193583
49843.097664,480,330.088183
51435.620677,480,334.551594
51503.588178,480,335.564865
49762.828705,480,336.660538
50480.712,480,337.671435
50643.218764,480,338.701732
50803.117932,480,343.92367
51290.243585,480,344.961475
51341.888278,480,346.010601
50947.873989,480,347.028142
51148.274393,480,351.694501
51609.828872,480,352.627173
50228.697151,480,353.564436
51272.976525,480,354.468283
50637.48213,480,358.880877
49149.817495,480,359.806531
51263.621715,480,360.781715
51692.899711,480,361.708338
50528.875336,480,362.635958
51419.434233,480,367.533886
53396.534623,480,368.572891
51477.282121,480,369.570019
50036.50451,480,370.531739
50731.429678,480,375.69259
49801.512801,480,376.777483
50384.351376,480,377.814603
51184.973682,480,378.966519
50918.216886,480,383.592829
49721.844864,480,384.558517
50562.897822,480,385.44512
49879.135124,480,386.372216
51702.016376,480,390.831824
49596.506704,480,391.764431
49089.335416,480,392.699956
49645.882233,480,393.674159
50047.510001,480,394.556233
