#{"t_start": 1768002980.2860575, "env_id": "None"}
r,l,t
50231.828728,480,1.512009
52008.862186,480,2.988665
54757.392091,480,4.440299
50557.32423,480,5.761901
51853.546627,480,12.150915
50848.239843,480,13.3692
50723.227274,480,14.539494
52379.136136,480,15.713692
50417.990259,480,21.032309
51156.416277,480,22.152701
50196.043407,480,23.308219
48968.225674,480,24.492372
51346.269235,480,29.315001
51447.671599,480,30.402312
49979.545995,480,31.484283
51393.509148,480,32.553803
51595.674413,480,33.640849
52575.587711,480,38.628493
49614.893421,480,39.654115
50869.738607,480,40.873336
50990.926542,480,42.110614
52281.568834,480,47.128113
49796.254829,480,48.200905
51310.456514,480,49.182248
50176.473252,480,50.217632
49773.684065,480,55.003158
50823.302198,480,55.999674
49759.726974,480,56.985468
50561.19117,480,58.153659
51405.988074,480,63.370252
50274.235396,480,64.457814
52037.045503,480,65.64174
50706.118546,480,66.692937
50695.500849,480,67.637741
50277.458128,480,72.443932
51988.466841,480,73.337822
51850.332727,480,74.249486
50307.577109,480,75.17657
52414.786506,480,79.599537
49822.040954,480,80.543399
50656.673562,480,81.48235
53286.510456,480,82.424899
50515.759418,480,86.822747
50874.846839,480,87.811934
50963.414139,480,88.848201
51956.41717,480,89.863081
50979.856987,480,94.646384
51211.610581,480,95.642968
50110.365375,480,96.685704
50921.920922,480,97.667895
52848.200616,480,98.729408
51641.773932,480,103.503413
51791.199495,480,104.377058
51534.985691,480,105.295353
49864.032041,480,106.200649
53187.687703,480,110.783492
51328.600665,480,111.709213
51094.4247,480,112.67932
50143.096913,480,113.603379
51941.41938,480,118.127414
51167.07811,480,119.171048
51534.426468,480,120.171104
49714.674753,480,121.136743
51996.289175,480,122.172384
51048.357445,480,127.21083
50746.574799,480,128.192427
51315.307125,480,129.21455
49869.88997,480,130.202619
50486.524227,480,134.906537
50373.574626,480,135.845823
51109.493842,480,136.754088
50319.107665,480,137.663276
51689.833096,480,142.156673
49794.965926,480,143.059907
51985.674462,480,144.008192
51143.527501,480,144.943947
49802.738231,480,149.578937
51023.386572,480,150.638902
49690.290775,480,151.722519
50533.215277,480,152.742998
51742.268533,480,153.828913
52101.807658,480,159.075174
51375.136724,480,160.144543
51815.160739,480,161.36989
49801.911973,480,162.414437
50638.572226,480,167.059665
51303.708462,480,168.045084
51086.994431,480,169.029447
50835.258526,480,170.007626
50313.578442,480,174.5873
51824.355642,480,175.550269
50609.604727,480,176.521479
49491.281901,480,177.442332
51587.198594,480,182.425868
50326.580579,480,183.536038
50965.63671,480,184.547136
51020.259167,480,185.592416
51284.102693,480,186.707914
51703.900641,480,191.973896
49791.15167,480,193.120382
51218.7459,480,194.079485
50233.140683,480,195.060633
51807.810826,480,199.520705
51438.938803,480,200.463539
52629.35336,480,201.400517
49679.348343,480,202.29074
50819.579956,480,206.872428
50629.361675,480,207.76213
50881.140703,480,208.745852
49722.623047,480,209.773175
50366.895737,480,214.754685
48617.204965,480,215.922907
51656.361582,480,216.960314
50751.803936,480,217.975558
49088.091857,480,219.00363
50623.537731,480,224.059412
51291.136011,480,225.02837
50245.012002,480,226.006686
51765.080477,480,226.99749
52287.845188,480,231.686143
50874.776201,480,232.735919
50942.263038,480,233.801609
51560.066712,480,234.887036
50282.100258,480,240.723857
49556.854862,480,241.870592
51306.146687,480,242.953159
50764.93627,480,244.001459
50056.726061,480,245.038427
51022.781003,480,250.375277
49519.943663,480,251.545622
51803.409553,480,252.734467
53902.824286,480,253.766608
51581.269093,480,258.490023
51087.843576,480,259.587762
50576.835723,480,260.631707
52032.20792,480,261.666051
51874.610932,480,266.500096
51856.958327,480,267.52024
51904.463662,480,268.562345
51756.977907,480,269.699049
49873.390969,480,274.871732
50428.757363,480,275.878705
50956.532383,480,276.9882
50516.036857,480,278.028947
51598.613382,480,279.070072
49877.743689,480,283.7863
51455.588314,480,284.712503
50444.166197,480,285.638134
50968.513927,480,286.538273
51315.385555,480,290.827058
51477.455064,480,291.853939
51617.769094,480,293.021848
50598.636542,480,293.977358
51411.638085,480,298.340486
52134.73559,480,299.308733
50328.523607,480,300.31362
50085.43073,480,301.322306
52144.683289,480,306.103856
49504.250728,480,307.109637
48974.622106,480,308.18235
48861.652528,480,309.173132
51167.161208,480,310.170592
50528.263709,480,314.895395
52128.943377,480,315.813413
51000.290527,480,316.721283
50551.193172,480,317.67627
52710.065079,480,321.917304
52987.516663,480,322.815898
52098.834343,480,323.733502
51124.101343,480,324.630098
49342.84519,480,328.959933
51949.034537,480,329.974929
49180.382822,480,330.99822
50957.802491,480,332.018581
49251.434569,480,336.827384
51464.60367,480,337.835209
51437.193545,480,338.836922
48965.405307,480,339.938681
50672.779202,480,340.986653
50397.450728,480,345.587188
51919.78298,480,346.477287
50984.891923,480,347.409607
50465.730716,480,348.304935
51545.955036,480,352.767341
51022.527444,480,353.681295
50538.555772,480,354.563972
51504.700639,480,355.473376
52186.681392,480,360.028396
50024.715801,480,361.012935
49912.964552,480,362.05734
50712.888012,480,363.077866
52205.207662,480,364.085611
49862.677631,480,368.929586
49762.284116,480,369.907693
49715.782789,480,370.870849
50883.981725,480,371.867362
51165.135236,480,376.389296
52647.648925,480,377.324874
52421.358428,480,378.253704
50616.041791,480,379.19102
50343.700261,480,383.701497
51619.330286,480,384.590799
50982.958637,480,385.551771
49922.602901,480,386.457253
50145.152786,480,391.170483
51165.815389,480,392.205751
52112.575331,480,393.220491
50040.748229,480,394.158858
51372.602741,480,395.145458
