#{"t_start": 1768001371.7799892, "env_id": "None"}
r,l,t
52858.378992,480,1.156329
52523.723244,480,2.221827
51872.591251,480,3.259675
52030.053195,480,4.334136
51434.854811,480,9.317319
51004.351578,480,10.300289
51074.255623,480,11.239838
50124.572517,480,12.342484
49763.639208,480,16.798226
48686.292093,480,17.745829
50438.486149,480,18.706521
51431.519954,480,19.63059
50181.044977,480,24.330575
51680.364799,480,25.326952
51275.985977,480,26.366267
50432.209698,480,27.392444
50511.15133,480,28.45408
50908.754139,480,33.417231
50203.573826,480,34.454013
51094.74827,480,35.447319
50597.120605,480,36.470955
51027.653759,480,41.241416
51493.526447,480,42.204243
51565.695536,480,43.123936
49631.080831,480,44.11754
51032.126394,480,48.653729
51010.362295,480,49.581837
50225.816486,480,50.549941
50429.2021,480,51.466566
50338.787445,480,56.655506
51177.315379,480,57.67739
50526.098262,480,58.688214
50719.234426,480,59.710463
51219.070131,480,60.727472
53461.824255,480,65.837037
51968.267056,480,66.856631
50212.799557,480,67.90271
49439.434422,480,68.899535
50980.32354,480,73.377048
48881.197743,480,74.28046
52639.278906,480,75.248813
51248.943682,480,76.172498
51839.141907,480,80.737809
52145.375598,480,81.708772
52093.589759,480,82.648668
50760.872125,480,83.63018
50831.172259,480,88.676851
50842.586912,480,89.749557
51679.373223,480,90.832261
51235.007497,480,91.861442
48698.395101,480,92.975689
49853.15957,480,98.341191
50386.674348,480,99.36233
50708.592466,480,100.364525
51250.894241,480,101.314106
52895.053171,480,105.91998
51925.150496,480,106.879679
51705.555587,480,107.851586
49851.907557,480,108.770341
50608.025641,480,113.233885
51337.346336,480,114.231838
51514.863702,480,115.298634
50763.177259,480,116.334018
50555.837227,480,117.385108
50226.21705,480,122.325945
51005.856931,480,123.342173
51306.297714,480,124.383608
51250.535024,480,125.382238
52139.810011,480,130.0459
49636.715062,480,130.957169
49824.503186,480,131.870042
50973.1285,480,132.781711
50084.356845,480,137.21068
50851.578759,480,138.156778
50694.570311,480,139.107939
50945.080898,480,140.016895
50500.854956,480,144.51974
52754.445346,480,145.507824
50802.283738,480,146.539531
52077.117392,480,147.67965
49722.700158,480,148.729405
51857.039891,480,153.56991
51896.38881,480,154.6803
52106.171236,480,155.707357
50864.351026,480,156.753091
50355.456212,480,161.467265
51081.761671,480,162.422731
50627.66299,480,163.357731
50969.232128,480,164.307156
51089.641325,480,168.79737
51691.112257,480,169.758957
51910.834711,480,170.739053
52232.726642,480,171.664418
51056.796595,480,176.514633
52266.942732,480,177.512221
50520.752353,480,178.504989
50136.366304,480,179.522212
51344.063859,480,180.530315
51237.313086,480,185.451553
52109.250924,480,186.640535
50517.711235,480,187.748502
50027.06581,480,188.899473
51676.811617,480,193.793622
51642.483591,480,194.718713
49619.02959,480,195.676353
50116.566876,480,196.60251
50630.405119,480,201.119325
50789.850659,480,202.060874
50658.64855,480,203.020759
50214.240664,480,204.035232
52126.797487,480,208.982607
50959.066779,480,210.024427
50664.747461,480,211.035199
51383.339589,480,212.065073
52378.354382,480,213.0632
51398.032445,480,217.948541
50091.499177,480,218.93044
50626.33762,480,219.998587
51577.646848,480,221.009068
52604.251377,480,226.286713
50196.568626,480,227.409311
51170.927834,480,228.494962
50184.993375,480,229.565655
51352.854918,480,234.45758
51875.987662,480,235.481577
50530.782945,480,236.511692
51127.38184,480,237.534335
52084.174792,480,238.561354
51948.101739,480,243.446603
51476.145314,480,244.461386
49826.573376,480,245.497512
51406.348322,480,246.628225
50166.222382,480,251.276835
50557.526771,480,252.230495
49660.45055,480,253.2097
50624.658352,480,254.180061
51987.540135,480,258.701907
50471.946202,480,259.66964
49506.636384,480,260.644341
48865.785874,480,261.558403
50281.776516,480,266.697536
50750.370254,480,267.81548
52555.999223,480,268.964135
50984.584267,480,270.07665
50424.797076,480,271.130028
50517.711256,480,276.075523
50463.914421,480,277.08168
51436.856826,480,278.112505
50442.856894,480,279.044695
51356.651042,480,283.585432
50791.701811,480,284.500641
50374.389441,480,285.408546
52249.331891,480,286.34483
50739.145409,480,290.766937
48629.243711,480,291.689974
50449.460365,480,292.590628
51838.546301,480,293.518269
51256.725879,480,298.40838
51066.245561,480,299.432787
50345.030982,480,300.48146
52104.790345,480,301.5211
51252.595725,480,302.563267
51021.152164,480,307.478768
50129.575607,480,308.517913
51229.168579,480,309.441463
49582.849494,480,310.39963
52062.468514,480,314.849629
49807.555716,480,315.802746
51173.727441,480,316.703501
50523.156066,480,317.650052
50515.224072,480,322.18603
49932.071369,480,323.12631
50540.231037,480,324.11951
49861.093101,480,325.156244
49077.209305,480,330.168031
51017.903687,480,331.183241
49843.056851,480,332.216362
50293.572223,480,333.249155
51073.679763,480,334.309589
51169.88412,480,339.255101
51564.938618,480,340.299441
50190.499515,480,341.220039
51341.384736,480,342.199381
52429.104188,480,346.719239
50728.108976,480,347.609596
51675.166738,480,348.572286
50312.73699,480,349.47818
50706.072445,480,353.994941
49105.717567,480,355.053153
50226.628119,480,356.034333
49913.79549,480,357.048522
49429.118266,480,358.084104
51680.101441,480,363.550324
51218.382734,480,364.579509
50082.872878,480,365.562327
49330.39597,480,366.602013
51948.423086,480,371.610969
53127.693662,480,372.622762
50885.558593,480,373.531973
51046.443724,480,374.490788
51444.709495,480,378.963032
51351.009554,480,379.858963
52140.161636,480,380.829084
50254.087777,480,381.807199
51073.015994,480,386.593317
49869.190913,480,387.626967
51312.321323,480,388.705639
51564.156905,480,389.719784
50648.208474,480,390.860591
