day,date,milp_profit,ppo_profit,milp_cumulative,ppo_cumulative,milp_soh,ppo_soh,avg_price,min_price,max_price,price_volatility,milp_utilization,ppo_utilization,milp_arbitrage,ppo_arbitrage,milp_flexibility,ppo_flexibility,milp_degradation,ppo_degradation,milp_fcr_revenue,milp_afrr_revenue,milp_mfrr_revenue,ppo_fcr_revenue,ppo_afrr_revenue,ppo_mfrr_revenue,milp_fcr_utilization,milp_afrr_utilization,milp_mfrr_utilization,ppo_fcr_utilization,ppo_afrr_utilization,ppo_mfrr_utilization
1,2024-01-01,1440.0,1923.6822751781565,1440.0,1923.6822751781565,0.9999,0.9999,51.274905228538934,19.9829827686245,82.17217747070134,21.6434620447103,0.0,0.0,0.0,0.0,1440.0,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,2024-01-02,1444.9574465728815,1923.6822751781565,2884.9574465728815,3847.364550356313,0.9998,0.9998,45.290893438803586,17.019524785554843,78.3549659261943,19.78446488657945,0.0,0.0,0.0,0.0,1444.9574465728815,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,2024-01-03,1449.913424147351,1923.6822751781565,4334.870870720232,5771.0468255344695,0.9997,0.9997,47.64442199716863,16.84923953890974,81.84446816906365,21.990685259559406,0.0,0.0,0.0,0.0,1449.913424147351,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4,2024-01-04,1454.866464160297,1923.6822751781565,5789.7373348805295,7694.729100712626,0.9996,0.9996,50.73820445922063,12.505576464424001,89.47127955613028,23.452308881936418,0.0,0.0,0.0,0.0,1454.866464160297,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,2024-01-05,1459.8150989190676,1923.6822751781565,7249.552433799598,9618.411375890782,0.9995,0.9995,50.9309465097517,17.321737474525932,89.95755431599503,22.241938049345364,0.0,0.0,0.0,0.0,1459.8150989190676,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6,2024-01-06,1464.7578620363852,1923.6822751781565,8714.310295835983,11542.093651068939,0.9994000000000001,0.9994000000000001,50.02814737474139,16.56302149216039,83.59426343152441,22.243894944953706,0.0,0.0,0.0,0.0,1464.7578620363852,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7,2024-01-07,1469.693288864861,1923.6822751781565,10184.003584700844,13465.775926247095,0.9993000000000001,0.9993000000000001,50.753144717784956,17.388789289061933,81.85131699630392,21.369097718139564,0.0,0.0,0.0,0.0,1469.693288864861,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8,2024-01-08,1474.6199169310144,1923.6822751781565,11658.623501631859,15389.458201425252,0.9992000000000001,0.9992000000000001,52.96453668104158,18.48463879110236,97.79144179725066,22.106086765655196,0.0,0.0,0.0,0.0,1474.6199169310144,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9,2024-01-09,1479.5362863686205,1923.6822751781565,13138.15978800048,17313.14047660341,0.9991000000000001,0.9991000000000001,48.23905613674676,21.328178694412884,85.27784607386225,19.321940784468605,0.0,0.0,0.0,0.0,1479.5362863686205,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10,2024-01-10,1484.4409403513125,1923.6822751781565,14622.600728351792,19236.82275178157,0.9990000000000001,0.9990000000000001,47.90076545841092,15.183808758329354,78.13387672350557,19.711652345392704,0.0,0.0,0.0,0.0,1484.4409403513125,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11,2024-01-11,1489.332425524266,1923.6822751781565,16111.933153876058,21160.505026959727,0.9989000000000001,0.9989000000000001,53.167694032666056,18.71378927494554,88.97467714018235,22.15898874537544,0.0,0.0,0.0,0.0,1489.332425524266,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12,2024-01-12,1494.2092924348544,1923.6822751781565,17606.142446310914,23084.187302137885,0.9988000000000001,0.9988000000000001,53.55178899458073,20.698363012337424,90.05284438267273,22.346856393303007,0.0,0.0,0.0,0.0,1494.2092924348544,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,2024-01-13,1499.0700959621624,1923.6822751781565,19105.212542273075,25007.869577316043,0.9987000000000001,0.9987000000000001,53.48164950808715,20.860408347692733,88.9222175065571,22.187569839367942,0.0,0.0,0.0,0.0,1499.0700959621624,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14,2024-01-14,1503.9133957452,1923.6822751781565,20609.125938018275,26931.5518524942,0.9986000000000002,0.9986000000000002,54.334424287589826,21.54954130988726,93.3875076020432,24.38423151895741,0.0,0.0,0.0,0.0,1503.9133957452,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15,2024-01-15,1508.7377566097132,1923.6822751781565,22117.863694627988,28855.23412767236,0.9985000000000002,0.9985000000000002,52.207811983832904,18.76760834427015,88.43300779566228,22.10591466730762,0.0,0.0,0.0,0.0,1508.7377566097132,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16,2024-01-16,1513.5417489934623,1923.6822751781565,23631.40544362145,30778.91640285052,0.9984000000000002,0.9984000000000002,46.85046933349046,12.514252807105631,79.06877588492702,21.1333352949874,0.0,0.0,0.0,0.0,1513.5417489934623,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,2024-01-17,1518.3239493698234,1923.6822751781565,25149.729392991274,32702.598678028677,0.9983000000000002,0.9983000000000002,48.373743866173974,11.054392184356697,81.41536831901946,22.389615588367114,0.0,0.0,0.0,0.0,1518.3239493698234,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
18,2024-01-18,1523.0829406696153,1923.6822751781565,26672.812333660888,34626.280953206835,0.9982000000000002,0.9982000000000002,54.94656947395308,14.529128073207964,91.9264899793495,24.522085052233393,0.0,0.0,0.0,0.0,1523.0829406696153,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19,2024-01-19,1527.8173127010118,1923.6822751781565,28200.6296463619,36549.96322838499,0.9981000000000002,0.9981000000000002,54.49023506032241,22.873000653868083,87.75546438921347,23.6135586018518,0.0,0.0,0.0,0.0,1527.8173127010118,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,2024-01-20,1532.525662567401,1923.6822751781565,29733.1553089293,38473.64550356315,0.9980000000000002,0.9980000000000002,54.988439648972225,12.922329299390489,93.57609506854995,24.238193396806704,0.0,0.0,0.0,0.0,1532.525662567401,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,2024-01-21,1537.2065950831043,1923.6822751781565,31270.361904012407,40397.32777874131,0.9979000000000002,0.9979000000000002,55.25401651322241,23.640785701456785,94.04474960486209,23.462613874553128,0.0,0.0,0.0,0.0,1537.2065950831043,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,2024-01-22,1541.858723186795,1923.6822751781565,32812.2206271992,42321.01005391947,0.9978000000000002,0.9978000000000002,56.212967755162545,24.680513313294483,93.66714822985492,22.850079416810537,0.0,0.0,0.0,0.0,1541.858723186795,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,2024-01-23,1546.4806683525132,1923.6822751781565,34358.70129555172,44244.69232909763,0.9977000000000003,0.9977000000000003,50.54925657061693,20.807641593707597,81.5880766881559,20.967523383158028,0.0,0.0,0.0,0.0,1546.4806683525132,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,2024-01-24,1551.0710609981584,1923.6822751781565,35909.77235654988,46168.374604275785,0.9976000000000003,0.9976000000000003,49.214643911179856,12.04478307187061,79.5149947551431,21.84216904472495,0.0,0.0,0.0,0.0,1551.0710609981584,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,2024-01-25,1555.6285408913207,1923.6822751781565,37465.4008974412,48092.05687945394,0.9975000000000003,0.9975000000000003,56.056241659727924,26.081627285780435,96.43900472013661,22.92718303507719,0.0,0.0,0.0,0.0,1555.6285408913207,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,2024-01-26,1560.151757552347,1923.6822751781565,39025.552654993546,50015.7391546321,0.9974000000000003,0.9974000000000003,55.701064438596724,23.815968260683526,94.46763484241148,23.99593806895266,0.0,0.0,0.0,0.0,1560.151757552347,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,2024-01-27,1564.6393706545246,1923.6822751781565,40590.19202564807,51939.42142981026,0.9973000000000003,0.9973000000000003,55.79929989992768,12.270692237410074,95.41232438244775,26.53424952352981,0.0,0.0,0.0,0.0,1564.6393706545246,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,2024-01-28,1569.0900504212373,1923.6822751781565,42159.282076069314,53863.10370498842,0.9972000000000003,0.9972000000000003,56.81192721493833,18.18627237720312,95.9530631388712,24.528615902910428,0.0,0.0,0.0,0.0,1569.0900504212373,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,2024-01-29,1573.5024780200204,1923.6822751781565,43732.78455408933,55786.785980166576,0.9971000000000003,0.9971000000000003,57.14843875076309,24.043765957305443,98.61011007993775,23.31919878842174,0.0,0.0,0.0,0.0,1573.5024780200204,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,2024-01-30,1577.875345953347,1923.6822751781565,45310.65990004268,57710.468255344735,0.9970000000000003,0.9970000000000003,50.97855360841248,14.284338910762356,83.20735926835307,22.307824216860265,0.0,0.0,0.0,0.0,1577.875345953347,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,2024-01-31,1582.2073584460743,1923.6822751781565,46892.86725848875,59634.15053052289,0.9969000000000003,0.9969000000000003,52.23949388156441,16.78123931071952,86.41509884085144,21.983966724353966,0.0,0.0,0.0,0.0,1582.2073584460743,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,2024-02-01,1586.4972318294062,1923.6822751781565,48479.36449031816,61557.83280570105,0.9968000000000004,0.9968000000000004,57.532194995409974,17.763878964007436,97.69707202363537,24.486188268847364,0.0,0.0,0.0,0.0,1586.4972318294062,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,2024-02-02,1590.7436949212783,1923.6822751781565,50070.10818523944,63481.51508087921,0.9967000000000004,0.9967000000000004,58.04111521499448,18.458151325704566,92.70862592475002,24.916177504397265,0.0,0.0,0.0,0.0,1590.7436949212783,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,2024-02-03,1594.9454894030298,1923.6822751781565,51665.05367464247,65405.19735605737,0.9966000000000004,0.9966000000000004,57.68274175619873,20.6401016960074,95.15650245532338,25.680131971978017,0.0,0.0,0.0,0.0,1594.9454894030298,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,2024-02-04,1599.1013701922745,1923.6822751781565,53264.15504483474,67328.87963123553,0.9965000000000004,0.9965000000000004,57.57819871683714,17.878382184691702,99.43735847513364,26.02190957871941,0.0,0.0,0.0,0.0,1599.1013701922745,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,2024-02-05,1603.2101058118421,1923.6822751781565,54867.36515064658,69252.56190641368,0.9964000000000004,0.9964000000000004,58.862672755929445,17.080823287050944,97.5177946973998,25.61633689945922,0.0,0.0,0.0,0.0,1603.2101058118421,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,2024-02-06,1607.2704787546952,1923.6822751781565,56474.63562940128,71176.24418159184,0.9963000000000004,0.9963000000000004,55.20318315426232,23.425185807409953,92.44103865175549,23.74763024226559,0.0,0.0,0.0,0.0,1607.2704787546952,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,2024-02-07,1611.281285844701,1923.6822751781565,58085.91691524598,73099.92645677,0.9962000000000004,0.9962000000000004,53.30658753980547,14.70751757677998,89.29801225595142,23.21097214716503,0.0,0.0,0.0,0.0,1611.281285844701,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39,2024-02-08,1615.2413385931573,1923.6822751781565,59701.15825383914,75023.60873194816,0.9961000000000004,0.9961000000000004,58.65001347653318,22.11825006870818,95.43788360969594,24.64350383154444,0.0,0.0,0.0,0.0,1615.2413385931573,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,2024-02-09,1619.1494635509696,1923.6822751781565,61320.307717390104,76947.29100712632,0.9960000000000004,0.9960000000000004,56.92982614960474,17.69704116414475,96.64806137033025,26.413701360380685,0.0,0.0,0.0,0.0,1619.1494635509696,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
41,2024-02-10,1623.0045026563712,1923.6822751781565,62943.31222004647,78870.97328230448,0.9959000000000005,0.9959000000000005,60.437754037242364,18.397324850532215,100.73558879356943,25.82516923803889,0.0,0.0,0.0,0.0,1623.0045026563712,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42,2024-02-11,1626.8053135780751,1923.6822751781565,64570.11753362454,80794.65555748263,0.9958000000000005,0.9958000000000005,59.830724891150716,17.430463890681793,98.39013909430754,25.55825527005851,0.0,0.0,0.0,0.0,1626.8053135780751,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,2024-02-12,1630.5507700537762,1923.6822751781565,66200.66830367832,82718.33783266079,0.9957000000000005,0.9957000000000005,60.71624142068271,20.153377188560764,102.09033452693,25.242226761004588,0.0,0.0,0.0,0.0,1630.5507700537762,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,2024-02-13,1634.239762223888,1923.6822751781565,67834.90806590221,84642.02010783895,0.9956000000000005,0.9956000000000005,54.01358875625178,13.14977943401816,92.72813581008828,24.829153073154753,0.0,0.0,0.0,0.0,1634.239762223888,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45,2024-02-14,1637.871196960417,1923.6822751781565,69472.77926286263,86565.70238301711,0.9955000000000005,0.9955000000000005,54.085109022548316,20.151688068776654,90.5716332662548,24.285510438568924,0.0,0.0,0.0,0.0,1637.871196960417,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,2024-02-15,1641.443998190875,1923.6822751781565,71114.22326105351,88489.38465819527,0.9954000000000005,0.9954000000000005,61.16959066630604,17.968163080077957,102.20709296449319,27.77063683380642,0.0,0.0,0.0,0.0,1641.443998190875,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,2024-02-16,1644.9571072171511,1923.6822751781565,72759.18036827067,90413.06693337343,0.9953000000000005,0.9953000000000005,60.22932058191184,19.64281660339271,106.28150558545279,27.085767503996905,0.0,0.0,0.0,0.0,1644.9571072171511,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,2024-02-17,1648.4094830292236,1923.6822751781565,74407.5898512999,92336.74920855158,0.9952000000000005,0.9952000000000005,62.03581998708807,17.745628256781636,110.47142237425177,27.203123336581335,0.0,0.0,0.0,0.0,1648.4094830292236,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,2024-02-18,1651.8001026136278,1923.6822751781565,76059.38995391353,94260.43148372974,0.9951000000000005,0.9951000000000005,59.98403630682182,19.97182754350183,103.65040333326995,25.6209258623136,0.0,0.0,0.0,0.0,1651.8001026136278,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50,2024-02-19,1655.1279612566084,1923.6822751781565,77714.51791517014,96184.1137589079,0.9950000000000006,0.9950000000000006,63.18653876323959,27.289673214782212,103.72832850934638,26.43714530122401,0.0,0.0,0.0,0.0,1655.1279612566084,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,2024-02-20,1658.392072841825,1923.6822751781565,79372.90998801198,98107.79603408606,0.9949000000000006,0.9949000000000006,54.78091468505107,20.657101522920662,86.52686497018681,22.896172193482595,0.0,0.0,0.0,0.0,1658.392072841825,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
52,2024-02-21,1661.5914701425738,1923.6822751781565,81034.50145815455,100031.47830926422,0.9948000000000006,0.9948000000000006,54.45095390063406,20.507601133437806,90.61515312554513,23.429886966828544,0.0,0.0,0.0,0.0,1661.5914701425738,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,2024-02-22,1664.7252051083833,1923.6822751781565,82699.22666326293,101955.16058444238,0.9947000000000006,0.9947000000000006,64.0634716114468,25.406214271909107,104.62241769614883,25.779940551338523,0.0,0.0,0.0,0.0,1664.7252051083833,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,2024-02-23,1667.7923491459517,1923.6822751781565,84367.01901240888,103878.84285962053,0.9946000000000006,0.9946000000000006,63.411633971587236,23.583927352367407,103.78054541951526,25.825479681468284,0.0,0.0,0.0,0.0,1667.7923491459517,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
55,2024-02-24,1670.7919933943072,1923.6822751781565,86037.81100580319,105802.52513479869,0.9945000000000006,0.9945000000000006,62.323795693613164,23.81784581189069,100.755387025144,26.763159087016163,0.0,0.0,0.0,0.0,1670.7919933943072,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,2024-02-25,1673.7232489941196,1923.6822751781565,87711.53425479731,107726.20740997685,0.9944000000000006,0.9944000000000006,61.197331742721076,24.560413354743524,102.30755956208257,27.096828917375525,0.0,0.0,0.0,0.0,1673.7232489941196,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
57,2024-02-26,1676.5852473510952,1923.6822751781565,89388.1195021484,109649.88968515501,0.9943000000000006,0.9943000000000006,60.82300194736416,21.182731759922536,102.69058460843577,25.953265861077718,0.0,0.0,0.0,0.0,1676.5852473510952,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58,2024-02-27,1679.377140393352,1923.6822751781565,91067.49664254175,111573.57196033317,0.9942000000000006,0.9942000000000006,56.825001211971276,23.327707789420675,99.11607074689745,24.976190193876533,0.0,0.0,0.0,0.0,1679.377140393352,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,2024-02-28,1682.0981008227286,1923.6822751781565,92749.59474336448,113497.25423551133,0.9941000000000006,0.9941000000000006,56.78074289404549,19.7979954158008,101.2512587289454,26.35965287030289,0.0,0.0,0.0,0.0,1682.0981008227286,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60,2024-02-29,1684.7473223599277,1923.6822751781565,94434.3420657244,115420.93651068948,0.9940000000000007,0.9940000000000007,61.665114421103034,19.70769045787202,102.51957120075441,28.00135920556357,0.0,0.0,0.0,0.0,1684.7473223599277,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
61,2024-03-01,1687.324019983431,1923.6822751781565,96121.66608570782,117344.61878586764,0.9939000000000007,0.9939000000000007,61.936439613815764,19.78672992961902,106.26644362771475,25.990537941101977,0.0,0.0,0.0,0.0,1687.324019983431,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
62,2024-03-02,1689.8274301621238,1923.6822751781565,97811.49351586995,119268.3010610458,0.9938000000000007,0.9938000000000007,63.63169394946626,24.23125164779417,105.81645265983586,26.814539157634012,0.0,0.0,0.0,0.0,1689.8274301621238,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63,2024-03-03,1692.2568110815425,1923.6822751781565,99503.7503269515,121191.98333622396,0.9937000000000007,0.9937000000000007,63.12650034032037,11.590503162707227,107.09392151587134,28.833660263668285,0.0,0.0,0.0,0.0,1692.2568110815425,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
64,2024-03-04,1694.6114428636897,1923.6822751781565,101198.3617698152,123115.66561140212,0.9936000000000007,0.9936000000000007,63.12423605358541,15.743130182561295,106.89572097455545,28.23293180758508,0.0,0.0,0.0,0.0,1694.6114428636897,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,2024-03-05,1696.8906277803494,1923.6822751781565,102895.25239759554,125039.34788658028,0.9935000000000007,0.9935000000000007,57.594724047684586,18.057106970770384,96.46237432236094,24.71770913845544,0.0,0.0,0.0,0.0,1696.8906277803494,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66,2024-03-06,1699.093690459846,1923.6822751781565,104594.34608805539,126963.03016175843,0.9934000000000007,0.9934000000000007,55.83990565225573,10.0,93.86220823157664,25.806108946470353,0.0,0.0,0.0,0.0,1699.093690459846,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
67,2024-03-07,1701.2199780871583,1923.6822751781565,106295.56606614255,128886.71243693659,0.9933000000000007,0.9933000000000007,62.20675780007465,22.509426528996137,100.64015963852364,26.520687323452904,0.0,0.0,0.0,0.0,1701.2199780871583,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
68,2024-03-08,1703.2688605973758,1923.6822751781565,107998.83492673993,130810.39471211475,0.9932000000000007,0.9932000000000007,63.43941960623352,23.033883622633276,110.61375459563206,26.621820300944023,0.0,0.0,0.0,0.0,1703.2688605973758,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
69,2024-03-09,1705.23973086239,1923.6822751781565,109704.07465760232,132734.0769872929,0.9931000000000008,0.9931000000000008,64.1585337542536,16.435931599364032,103.56385410236913,28.70660734408854,0.0,0.0,0.0,0.0,1705.23973086239,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
70,2024-03-10,1707.132004870808,1923.6822751781565,111411.20666247314,134657.75926247105,0.9930000000000008,0.9930000000000008,64.30384624566648,20.824537583762773,110.50840487752032,28.741774191418862,0.0,0.0,0.0,0.0,1707.132004870808,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
71,2024-03-11,1708.945121901002,1923.6822751781565,113120.15178437415,136581.4415376492,0.9929000000000008,0.9929000000000008,63.37900548658408,21.805813884037825,107.69500231711179,27.453726978447445,0.0,0.0,0.0,0.0,1708.945121901002,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
72,2024-03-12,1710.6785446872668,1923.6822751781565,114830.83032906141,138505.12381282734,0.9928000000000008,0.9928000000000008,55.410515519207365,20.779771161791277,96.51080932880558,24.231736221733765,0.0,0.0,0.0,0.0,1710.6785446872668,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
73,2024-03-13,1712.3317595790174,1923.6822751781565,116543.16208864043,140428.80608800548,0.9927000000000008,0.9927000000000008,57.706281759813855,17.12227725997501,95.12403348136696,23.474155614960033,0.0,0.0,0.0,0.0,1712.3317595790174,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
74,2024-03-14,1713.9042766930052,1923.6822751781565,118257.06636533343,142352.48836318363,0.9926000000000008,0.9926000000000008,65.25511297298958,21.13001815672335,103.69803893044414,25.731428353620593,0.0,0.0,0.0,0.0,1713.9042766930052,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
75,2024-03-15,1715.395630058469,1923.6822751781565,119972.4619953919,144276.17063836177,0.9925000000000008,0.9925000000000008,63.968146127356114,19.3351311045391,109.8023165581893,28.600436471752914,0.0,0.0,0.0,0.0,1715.395630058469,1923.6822751781565,0.0,0.0,1440.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
