day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,32993.7082,28079.6966,12432.9668,38834.4979
2,25376.0081,29771.7164,9073.4463,47431.5627
3,28582.0210,22516.7475,10462.4840,25998.3781
4,32138.6302,37754.3244,7627.2770,32488.7869
5,27171.3726,20266.9468,17034.8365,23621.3295
6,49348.2775,50914.3973,11532.6481,43331.5938
7,48765.9949,32221.9234,15035.8254,50233.2884
8,37909.2711,49068.1501,12018.7166,43376.3642
9,43940.2532,45590.8453,11847.0378,40597.3364
10,52092.1674,48104.9369,13549.6890,36445.1382
11,32651.3148,38478.1701,15496.5372,42890.6685
12,39631.8671,38658.3599,12091.1346,41407.7073
13,37917.2875,35721.3120,13241.2456,35964.8596
14,29883.5808,32746.3129,10296.5976,36168.0680
15,23418.6548,18452.3485,13528.3170,43789.0090
16,37272.7890,40375.1818,8628.4568,52492.1998
17,30264.9494,32853.8557,12307.0010,44795.4352
18,35939.8840,41494.7756,12646.2090,50699.7715
19,31029.3900,35014.7457,18001.0122,50437.5211
20,0.0000,26167.5608,7539.1422,43052.1965
21,25071.6941,33933.1869,10319.9747,32698.9455
22,21613.1664,17173.7769,10212.8275,52861.5877
23,29646.6917,27780.3247,12862.4201,46208.7802
24,22243.2254,23412.3500,9236.1482,36525.9231
25,22083.4798,23322.6881,13598.6990,40451.2241
26,42415.9972,36905.6238,12391.1577,38061.4034
27,41056.7250,35941.5498,14858.7266,46984.4289
28,37113.1048,40126.8424,8991.6037,32258.8088
29,21719.7867,25001.2456,11919.7447,53002.5679
30,33149.7324,29064.1431,12283.5381,44931.2988
31,32523.2146,39494.3222,3728.2907,45464.3848
32,33281.5412,44388.3353,10754.5576,36292.8077
33,44948.7280,38609.1039,9196.5744,47695.3877
34,28630.6591,29017.0444,9602.1178,52257.6838
35,21228.2037,37498.1448,10634.7813,37873.2525
36,23010.0401,35717.4711,8523.0029,42044.1315
37,31231.2697,55103.0455,12439.9130,44287.6540
38,35354.4895,33483.5336,14132.6353,39274.6887
39,37768.7520,38289.6223,12097.9783,50397.7034
40,34163.7035,32440.2988,12911.8117,35608.4059
41,38669.0680,41296.9364,12587.9230,44742.2386
42,37116.8208,26444.5226,1953.4863,41741.6284
43,52909.9600,61431.5074,13961.9588,49076.2341
44,41899.4209,40068.1348,11687.5173,34922.5450
45,24887.7961,33028.9979,12438.1468,46125.5362
46,44426.1558,41985.1342,14483.6962,42944.7071
47,38128.8049,38140.0352,11931.0619,48505.8901
48,38556.7355,37041.7708,12716.9558,39325.1089
49,28932.4403,15696.8866,9254.7791,38977.1257
50,29239.7770,34710.0455,11919.8284,55354.7795
51,44048.7402,43271.4077,10490.3552,44174.6264
52,44057.0212,43385.2982,9343.9697,52469.6407
53,36445.1665,41911.4850,18598.6649,48883.3950
54,34944.2654,43207.9557,12115.8716,41313.3876
55,30904.9242,28339.3865,11002.1236,41564.1756
56,28931.8330,18374.2218,6561.5371,40197.9278
57,33719.0162,36209.3497,13466.0375,47628.3764
58,51009.2005,51918.2964,8267.2904,46004.1193
59,42042.1190,36599.6803,13522.1117,31037.9123
60,19511.9874,10538.2011,10975.1224,35098.7604
61,35071.3455,31101.7601,15571.4840,40671.9668
62,28124.5210,28381.9596,6112.4957,45253.3312
63,32958.9948,23879.9206,3158.8647,31639.9290
64,56620.6278,40845.0243,11988.2262,35668.7057
65,36733.3351,38740.7192,6480.7137,38708.0822
66,31763.0898,37242.0727,12486.3643,43264.7150
67,32839.2355,30997.2347,13630.5241,41945.9337
68,28326.1544,37786.7568,7660.6278,40961.1698
69,37304.5480,35633.8953,11914.0588,32841.9002
70,31364.5625,36522.2534,8950.8542,40983.8890
71,46496.1641,41994.6312,10930.0464,49916.5834
72,39576.0700,38070.0985,10481.2334,37877.6021
73,46322.7174,42643.7452,9717.4721,30812.9568
74,21310.3102,22330.2487,8177.7137,49460.1779
75,41311.0180,42777.2366,8550.0810,46561.7431
76,49902.9888,39214.2180,15461.0518,48939.4169
77,39241.3612,40733.0330,8551.4732,36465.3609
78,40551.2519,40067.8089,11296.5772,39578.0651
79,17134.9023,15301.4839,10626.9000,39394.0917
80,35550.5475,31252.2361,9124.7498,45708.8995
81,34383.7661,35740.0325,5879.4461,34403.6975
82,36808.2562,31364.8067,4997.1532,39399.2045
83,27732.1065,30037.7725,4349.9182,33551.8113
84,0.0000,54247.2300,5994.2477,42423.9503
85,37426.5839,35478.2526,13860.9924,35590.2997
86,31237.6528,33148.5901,9321.3977,36234.4759
87,28417.2520,34001.7116,9134.0392,50236.2169
88,40955.3099,27856.0152,7147.3094,39777.3035
89,36106.6314,38689.7589,11903.8788,29802.8681
90,32309.4889,42275.7088,6662.7568,30532.4257
91,37768.5131,45216.4355,11207.8565,52175.4330
92,53319.6415,30439.6562,9287.5021,44898.7925
93,37400.6150,37862.9293,9921.0988,53144.6116
94,34480.4232,37484.6368,10134.8194,42288.5754
95,22156.6301,32868.0126,7375.4408,34917.3201
96,37645.0006,43749.9648,8034.3265,39244.0008
97,37322.4204,43610.1826,6712.8968,27302.1402
98,38542.0154,39476.4042,1503.1304,37843.3981
99,40792.6815,39488.4964,11082.3641,51219.8609
100,35531.2728,34892.8163,13303.1066,28563.2567
101,39328.6124,34034.0402,14583.1912,30935.4036
102,17016.7441,14428.0197,9720.2344,39178.3436
103,30350.1741,28440.0783,12030.7960,42736.4410
104,31862.3038,22007.2393,4311.6253,48664.3542
105,30387.8355,42527.7176,15640.6006,44975.5723
106,15696.5885,34144.3202,4977.9779,34899.1193
107,32617.1475,27698.4120,7910.1320,35276.6034
108,43655.3701,43755.9783,11566.5783,39317.9092
109,34756.9574,36471.4721,12891.2866,38913.3227
110,33533.7280,35681.0428,12906.0902,41586.2171
111,40121.3805,43374.8700,13700.4014,48724.2226
112,0.0000,37225.3542,8090.3334,32592.8178
113,31148.5211,28581.3369,8634.6235,40346.0362
114,23122.3359,26887.6711,11407.2936,38272.5164
115,38547.5773,36499.9588,12409.6744,27826.0229
116,19171.1860,17983.8138,8839.6852,44964.4822
117,17046.5616,19447.6759,8270.5261,41987.5273
118,40814.1969,47684.9511,13284.6215,45568.4652
119,33193.0843,28424.7162,5457.3034,44892.5313
120,42522.1796,30333.5260,8918.4877,47074.8920
121,37231.1364,38470.2463,5973.2873,46027.1947
122,40881.7557,33561.0260,13715.0306,34373.3931
123,26343.1408,37395.5443,10890.4007,36932.9452
124,43058.2497,35258.3814,8359.6659,42541.6380
125,27118.4453,28250.0304,5588.1712,33629.7782
126,0.0000,45337.0816,4782.4302,40662.8948
127,31558.8099,28018.3135,12342.9013,41226.1851
128,12952.0966,15124.2952,10884.8828,35400.3226
129,24952.2068,36590.2899,12385.3066,48798.0717
130,24551.7135,26352.4954,10454.4809,34412.3208
131,47012.3312,26060.4289,13959.1921,42901.7251
132,0.0000,34176.8826,9428.9306,43018.7033
133,0.0000,47722.3309,18524.4712,44695.7259
134,44120.6300,45586.4202,6402.8063,31089.1036
135,37435.0267,34750.2306,11646.0734,34565.5154
136,27172.9286,26248.5973,12922.9947,51638.3709
137,43015.5761,51029.8776,14487.3968,35474.0505
138,41464.6864,37581.6994,11251.5094,50900.8330
139,0.0000,34109.0237,3696.1654,47143.7157
140,39243.3970,42713.0365,5971.5908,43081.7230
141,37413.4055,20880.7602,11002.5266,36972.3351
142,27391.1543,25949.1362,10179.1247,17865.0272
143,31356.4952,29290.3727,17964.4800,31274.9266
144,0.0000,31503.0259,11988.9229,45817.9024
145,41018.5020,40677.4610,9909.4134,36308.2935
146,33960.5270,43985.2206,5765.0103,45384.9104
147,0.0000,37132.3676,13101.9043,44547.2307
148,38233.7942,36733.9041,12235.2323,35669.7468
149,14709.4068,16593.9779,9802.8283,43072.6323
150,33479.6272,36903.1472,5528.1632,37958.0941
151,38938.7163,29171.7440,11772.6972,40435.8167
152,37856.8709,36587.7590,9750.4272,38601.8772
153,29610.8105,20780.3884,10598.7892,51348.4094
154,18415.0237,23427.2085,7688.0480,33014.2483
155,33192.4153,35168.6088,7828.0456,40209.1131
156,34126.6557,33796.5262,9040.1431,38677.9675
157,21356.9297,19221.8286,6022.1970,27943.3835
158,20563.2522,23270.5277,11861.7540,31609.8601
159,28899.5817,27285.6231,8813.3899,25951.8962
160,33981.2782,36866.4808,6301.5853,39874.2956
161,49640.0752,39334.9649,5398.1321,34070.5548
162,13108.1419,40471.2124,8737.2949,32598.1368
163,18179.5091,12627.5200,8794.3934,23931.8181
164,37832.0664,34624.9968,6603.1749,32875.1581
165,34718.3060,30888.9757,8534.8429,36872.9592
166,24085.5287,14272.3183,7766.6985,31192.8138
167,20004.6572,17905.2713,12235.6054,39856.0862
168,16084.4255,21444.9426,14054.7260,36135.2308
169,33234.6946,26646.8725,11364.1022,32125.8735
170,36753.2004,43881.0767,11951.4116,29241.5066
171,35275.1212,27390.7475,10626.1236,19294.7892
172,22365.8753,29432.7120,6182.8444,35004.9535
173,22793.0924,22227.3229,9213.4325,27830.4771
174,27636.6322,33182.0743,7391.5213,27137.0519
175,25930.3081,29904.2948,10268.0981,28083.9259
176,17783.0664,31675.8399,8818.8650,23943.4202
177,24690.1298,27541.5978,10973.4517,38480.1586
178,22470.6671,18664.0650,6467.9979,26054.9581
179,12623.6781,15683.1858,4607.6948,29893.5273
180,33583.6986,37952.2508,7413.9277,27291.8773
181,41001.8494,36998.7772,14272.5117,39832.5197
182,0.0000,28687.4585,14080.8186,45824.1008
183,32546.6155,32352.7035,11016.4011,40655.8064
184,21457.9508,39796.3844,9057.5324,44220.7725
185,13266.3111,16298.7927,9238.8809,40311.1132
186,35491.5012,26969.9737,7974.7482,36922.6464
187,43287.2226,26087.6716,6547.1538,31222.3420
188,32740.6618,29664.2671,7136.8257,32150.7627
189,20841.3695,16021.8410,6042.3999,31119.5433
190,18537.1104,18595.1768,8348.7822,30297.2481
191,30558.8778,30753.0981,7973.8389,29442.1848
192,29862.3683,31192.6939,6776.0766,25116.9543
193,25114.4059,26550.2806,8237.5729,35234.3680
194,26475.8974,28194.6011,7917.8956,30541.5986
195,29729.3435,26624.3991,7563.0236,35822.9562
196,29592.9911,38819.4316,8675.5408,33148.7700
197,24616.8899,28954.3627,5369.3666,42889.7611
198,19512.6797,17409.8383,12157.5023,34814.1506
