day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,32992.7082,18848.1725,17207.3969,31383.5135
2,25376.1561,28033.2496,20510.0336,30101.8166
3,28581.5210,25121.2776,16968.2337,20832.0235
4,32139.1245,39795.7963,12867.4103,12806.5701
5,27170.8726,15404.5403,16074.8716,21953.5824
6,49348.3330,38560.3575,13374.2330,20518.0055
7,48765.4949,32480.8673,13509.1548,28010.1493
8,37908.7711,43082.2001,24648.8372,34519.9451
9,43939.7532,45584.8896,22929.4565,27686.2644
10,52092.1674,51408.3335,23775.6176,20286.8467
11,32651.3148,36778.7164,28895.4397,36417.5343
12,39631.3671,35914.6803,19806.5685,36471.3911
13,37916.7423,36615.6992,18423.8572,24347.9262
14,29883.3124,35179.0805,11898.7675,18185.5557
15,23418.1548,18525.8472,18250.0861,23919.1876
16,37272.2890,33737.8741,21821.1750,15918.3079
17,30264.4494,25943.6071,21684.3000,14972.7876
18,35939.8840,41880.5568,17855.1587,27707.3497
19,31029.3900,40017.2633,12999.8421,21585.8999
20,27962.6667,25016.6577,11437.1670,16728.7383
21,25308.9283,31980.5646,13564.6124,19156.9332
22,21612.6664,24095.0931,19242.3058,26403.9404
23,29646.4438,28214.3366,18328.9487,27144.5125
24,22242.4762,21583.9853,21392.5342,29463.5963
25,22083.4798,22588.3578,20874.2138,18464.2196
26,42417.6447,36020.3807,11917.5670,17836.3507
27,41055.7250,35825.9809,18099.1479,18808.1075
28,37113.2621,43349.1176,15346.6882,29766.6105
29,21719.7867,37372.8802,19762.4985,30814.9585
30,33149.2324,35439.5895,22798.6916,23608.4887
31,32522.7146,31872.3437,15953.0012,17478.3125
32,33363.9714,40496.9658,18539.6568,25053.9952
33,44948.9184,37591.7495,13736.8267,25926.4655
34,28630.6591,34820.6631,14251.6839,32185.1818
35,21227.7037,30898.4720,19175.0407,20296.7709
36,23009.0401,32365.9132,14509.8963,23159.9454
37,31233.7572,51502.5856,16693.3412,21630.0040
38,35354.4895,30029.3424,24950.6955,37096.8578
39,37768.7520,36708.1714,17273.8106,27337.9206
40,34163.2035,35391.2682,16635.0845,20467.5222
41,38670.4553,44599.6450,13343.4481,25000.2230
42,37115.8503,35079.2711,11799.2770,30930.7762
43,52909.8857,58484.4390,17853.0382,28411.2718
44,41899.1010,43263.1566,13650.4297,24239.2492
45,24897.7534,31162.9845,22721.7914,40133.4800
46,44425.1558,50531.6151,14833.5202,34242.6016
47,38128.3049,43392.3039,15065.9265,41159.8170
48,38556.7355,35747.2729,16823.7406,27524.6040
49,28933.7048,25353.3959,14458.1147,24120.8673
50,29239.2770,34174.0995,14533.9287,24784.6926
51,44048.2402,46017.8273,8048.0243,27920.4866
52,44057.2394,47594.3966,20412.8522,33682.8753
53,36445.0791,43514.3982,14576.4274,29050.9991
54,34948.2457,42789.9831,13180.2035,24456.8808
55,30904.7025,30400.4577,17140.7055,28104.7357
56,28931.3330,32530.7872,12510.3752,26174.3792
57,33719.1274,33848.8585,12383.8403,24076.5789
58,51009.2005,47460.0217,16123.3287,25449.4340
59,42044.0015,37444.6250,11338.1662,26990.7804
60,19511.7755,24642.0176,17742.1264,27848.5857
61,35071.3455,22232.7258,14727.4292,20987.8806
62,28123.5210,28991.4561,16190.8033,27042.1293
63,33024.5256,28295.7147,9434.9650,19051.4723
64,56621.3581,46621.8343,14778.7664,22132.9618
65,36732.3351,36218.8749,21313.9020,15248.2877
66,31762.0898,47790.9758,19342.9383,22500.2124
67,32838.2355,25791.7744,20450.2075,24986.5547
68,28325.1544,31628.9392,17390.3065,21649.2588
69,37303.5480,47037.8353,13903.3998,30328.0845
70,31440.0401,35821.7768,13075.8010,28781.9819
71,46496.7683,43591.0658,15159.9786,26675.4688
72,39575.5700,32332.5757,19026.0429,23114.8727
73,46326.8767,41595.7797,19174.1570,24044.6251
74,21309.3102,22432.1890,12644.5515,25726.1749
75,41310.1987,35881.8240,13809.5362,29799.3217
76,49902.5308,48961.6576,14949.2401,23477.6083
77,39240.8612,39883.0965,14004.6427,33910.3045
78,40552.1592,42218.9134,17861.7314,21888.2336
79,17133.9023,13838.1743,9153.6983,20824.4577
80,35550.0475,36407.4961,21257.7516,27357.6401
81,34383.7661,35766.3600,18124.8129,13470.9030
82,36807.2562,32340.5013,15010.2756,26555.6146
83,27731.6065,30370.9402,8795.9470,25799.0322
84,29926.3533,35080.3354,11699.5831,29342.8968
85,37426.5608,38235.4357,19275.8966,20793.3865
86,31237.0382,29215.0992,16851.9667,25861.5753
87,28416.8749,26760.9509,9373.2068,22920.3970
88,41072.1243,27162.8049,14969.2482,17727.3728
89,36105.6314,50152.1409,18200.8815,19700.4765
90,32385.7408,34481.5756,9764.1726,23120.8340
91,37768.0850,30245.9568,13793.4082,25621.3203
92,48624.7746,37866.6652,13469.9679,29516.3210
93,37353.5458,16429.3574,15600.0536,33703.9392
94,33192.1573,35571.1686,12132.8770,19741.9076
95,22141.8028,20646.5656,12667.1168,29805.2692
96,37644.0006,29675.9849,16905.4625,28495.4903
97,37321.9204,39173.3342,12303.7909,25228.2505
98,37062.2774,38243.8388,9677.0150,29966.6654
99,40878.7709,40456.5874,20677.9959,20916.9205
100,35530.5850,21626.5835,14371.6395,28157.8822
101,39325.7022,26170.1040,15840.7581,18534.3071
102,17016.2441,25455.6083,15768.4963,23607.0865
103,30449.8180,28819.0846,14791.1450,35696.8752
104,31861.8038,38154.0285,9127.1348,24566.4463
105,28501.8366,36804.4273,15632.3914,33273.1578
106,15696.0885,30807.3329,15053.6323,20456.9220
107,32617.5979,29099.3060,16920.2758,25483.8563
108,43436.1333,44640.8723,16509.3666,34565.6003
109,35004.0294,38499.3265,15666.8630,29107.2223
110,33534.0730,38075.3330,18634.8843,18483.2963
111,40126.5120,41000.5733,11858.7547,24529.7035
112,48567.8311,36274.2450,18083.3536,33305.0654
113,32001.1438,27072.7639,20401.1621,21107.7629
114,23121.4383,23352.7099,15961.3528,29970.4189
115,40518.5551,38003.9663,17982.8137,26872.3296
116,19170.1860,10533.5907,14813.6958,21316.8834
117,30419.7956,23672.0683,18001.4842,36052.5006
118,40292.7262,34875.1532,10392.9727,29461.0539
119,33292.4841,26567.2026,13077.6341,32770.1836
120,42582.8049,26596.7587,15018.2282,25151.6722
121,37230.3376,35582.1798,17144.5253,30582.7917
122,40881.4784,34637.3645,12776.8824,23910.8066
123,26342.4560,26816.9098,13607.7977,23631.9142
124,43058.8863,39375.9152,13178.1809,25055.0440
125,27118.4453,29344.1256,10598.6286,30275.7128
126,47799.7141,50183.0822,11919.2379,31926.9076
127,31556.9387,29754.4228,17829.9828,25672.0203
128,12950.5966,11083.5807,9509.5656,29390.5175
129,24952.3364,38236.6813,19314.9228,30896.6628
130,24550.7135,25384.9519,17398.6949,27746.8136
131,47017.4141,33509.7803,15749.7723,31174.8655
132,35709.1804,33113.4171,19452.2855,37106.9533
133,49514.6825,40672.6722,16413.9546,34393.9710
134,44562.4391,38006.4428,15959.9514,19041.5229
135,37528.3643,30939.0966,20404.9825,18323.8487
136,29105.6624,19108.5061,16977.6309,28089.8050
137,43020.0488,33678.0528,12811.7213,16904.5811
138,41092.0564,40140.4179,18342.4534,36571.9533
139,37821.9807,40572.3131,12669.8052,26354.7641
140,39241.8762,41296.1155,14157.2235,20590.3832
141,37412.1788,34019.7081,12168.6698,12254.0551
142,27390.6543,24499.9305,15530.7055,12223.1299
143,31359.6788,30453.3997,18117.2744,42403.0962
144,40946.4282,23746.3362,16075.0599,30157.5157
145,40807.9787,35778.3324,15744.0183,26928.9887
146,33958.4603,33540.6162,13893.7976,25497.3494
147,38909.7940,40105.7144,14077.8124,28291.7355
148,38231.7967,36730.7467,22745.9675,17403.5305
149,14708.4068,27643.5931,16080.5593,27537.6301
150,33478.1967,36047.4162,13397.2899,23248.4080
151,38937.2522,39517.1216,18538.3068,17042.0053
152,37856.9722,26196.3275,20283.1368,16102.5474
153,45980.5498,26529.7111,13409.4248,25185.4694
154,19455.7847,18326.1371,14218.0132,31028.2626
155,33192.2357,24126.8079,11549.8960,25412.2518
156,34126.6557,36212.1725,17630.5217,31406.1838
157,21355.9297,22010.0922,17628.4382,10090.7977
158,22868.4638,18464.7295,10369.5559,17832.6145
159,29109.9477,24217.7963,12455.1724,15307.9762
160,33767.1586,24073.8888,10669.1270,20264.4120
161,49639.5752,33881.8729,17642.2276,13238.3160
162,13107.6419,30983.3417,17565.4696,20451.1212
163,18178.0091,10896.9315,16393.3612,18317.0331
164,37923.3354,18907.4576,15618.3221,22640.7517
165,34718.2806,33266.3658,16667.8378,15271.1084
166,24174.0893,27306.0144,16231.4706,14662.9601
167,20005.5600,17408.9819,12973.2941,12970.0187
168,28417.5787,24290.7268,6444.1328,25110.7903
169,33587.8252,25274.0688,17827.5756,22861.3426
170,36755.7735,31181.6439,16663.2155,17539.6580
171,34973.2122,26796.9328,13939.3176,12511.0833
