config_key,config_label,seed,sustain_label,tau_fcr,milp_discrete_eur,milp_objective_eur,bc_eur,ppo_eur,ppo_eur_stochastic,random_eur,ppo_share_of_milp,bc_share_of_milp,wall_seconds,ok,collapsed,error
"W","PPO warm start (full)",0,"sogl_default",0.25,11571708.312597012,11086244.48228007,11471808.315883227,10831016.297591718,9212428.424540661,693629.7553460858,0.9359911263750942,0.9913668756578461,127601.34200048447,True,False,""
