day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,62484.5343,79880.1244,19790.7091,4172.1731
2,62826.8991,65513.9448,13786.2890,2606.4385
3,36996.2796,20886.3106,19566.7335,9713.4836
4,62816.3029,46499.1398,4200.7329,7183.3287
5,25309.6315,39179.3881,22537.4302,5570.0740
6,19067.2862,22944.3489,23778.1097,2381.3166
7,38150.2627,36954.6917,9353.1011,4643.6665
8,19717.6448,37596.7925,17524.3098,8447.3689
9,44842.6481,43820.7731,22008.7052,4363.7111
10,20596.3574,38763.1440,13763.2173,4778.1269
11,18036.1508,18689.2758,25255.6826,7615.7103
12,67036.3152,66893.4285,20085.2928,5938.3763
13,52413.9041,50232.4973,33276.2252,11612.6608
14,27815.5555,30684.8395,19526.5363,2736.9869
15,56651.4052,51078.2057,22953.9658,7156.6270
16,41554.0231,64952.4839,27348.7947,6263.8580
17,27187.2389,27117.6893,24673.0608,16094.9445
18,28256.2326,28290.6076,26966.7463,5612.1762
19,26558.9783,26408.4510,10209.9986,11876.2315
20,54929.5425,38980.5448,29363.1701,4407.5696
21,14537.2816,38179.2261,31002.2670,10031.1922
22,6154.9097,5298.5755,19231.5441,5484.9203
23,43015.0226,55829.4290,21089.0591,10800.7797
24,29087.4377,38681.5651,13719.0979,7622.9482
25,25522.3190,25604.1315,25294.2694,13888.2484
26,28936.8779,23542.8371,33045.8246,9232.1917
27,68426.5563,56031.6266,29370.4882,5263.0755
28,11544.5057,16983.5682,12705.3365,7409.3718
29,53340.1805,54231.0891,8340.5522,6488.7398
30,51699.6979,46538.4789,31128.3027,9269.9897
31,32326.1118,43733.8859,21210.1173,4930.0379
32,31949.1010,29187.6383,18102.4023,6346.6133
33,58922.7575,51205.3647,19472.3747,6162.4833
34,43454.0125,48459.5153,21463.9358,4166.0612
35,32721.2695,27749.4180,18065.2060,2387.6520
36,32886.9486,32646.3236,24286.6943,5491.8047
37,27835.6189,26453.2493,22237.9963,10029.3099
38,34332.6848,35698.7366,19497.6028,3967.5173
39,68206.2916,63735.9852,16776.3460,11133.9754
40,24542.2951,24817.2951,27283.1987,5936.7043
41,23562.3846,36877.4889,28649.3118,4810.5497
42,37801.1191,32822.8796,10302.9213,6060.0278
43,35485.2479,35829.3434,26217.6563,13586.0598
44,26574.6783,17451.1097,19910.6971,3056.8784
45,56583.8261,40973.5290,21965.0499,18079.6181
46,51497.0990,45268.4902,17039.6387,4834.0022
47,46252.2710,48297.6820,9396.0353,14289.3491
48,53309.2009,60903.1776,26166.1061,11692.3491
49,24248.0763,28180.5927,36899.0766,5892.7545
50,23271.8383,21312.4633,11145.2121,11991.7918
51,68968.9137,92009.3805,10004.5410,10676.2397
52,60259.4062,50632.5714,19345.0253,10397.9103
53,48067.1714,71656.9735,9665.5112,7719.0174
54,25982.3410,31735.1344,12774.7641,13149.9365
55,25036.5209,19833.9806,16765.0960,10503.1691
56,24689.1727,36732.9096,20641.0464,2637.6770
57,42592.9268,42029.9186,16568.3651,8320.4214
58,29801.5727,25753.3258,10497.2101,4828.5866
59,42414.4410,59699.9294,8590.2246,9442.3575
60,51287.7817,51104.8633,10103.7487,15539.5991
61,26242.1762,26517.1762,7300.3515,5138.2945
62,27802.2567,24132.8988,16325.4386,1432.6293
63,54118.5814,35329.7923,24955.2084,1848.5034
64,35352.2475,37240.7715,20874.6987,13591.0513
65,36384.8404,38972.7287,26388.3637,10629.8297
66,75137.2569,58631.7731,24406.9439,7059.5725
67,35405.6326,36085.3489,22181.0378,15399.2159
68,41716.1908,33165.3525,22456.2091,13033.5863
69,24301.8205,45207.4969,16938.2422,5025.9456
70,41331.5865,41165.5364,19638.3952,4757.1224
71,22824.6979,22449.4652,14971.9452,6646.8870
72,48385.0418,46648.1587,21223.9842,5759.2487
73,63437.5262,63232.7670,17341.7609,16324.8302
74,11628.1198,11593.7448,10608.2953,3841.8094
75,23623.1883,25788.8133,31347.4250,11865.6311
76,20385.7005,17769.0245,12330.1137,7544.5588
77,19967.4842,43389.4968,11681.0577,4773.2958
78,17721.5082,21444.6220,17029.0566,6346.9177
79,53408.6478,52953.8531,15347.1935,5824.9619
80,25209.8093,44369.6928,30599.0110,4858.6040
81,27880.5271,33606.2432,15695.6273,2691.0712
82,27787.6752,21392.2108,29768.1960,6987.4278
83,21008.8025,39737.3504,19274.3185,5270.5681
84,47448.1137,28386.7150,20269.9232,16000.0241
85,31475.3597,23707.8107,28759.0469,8124.1346
86,41509.9742,43290.0709,25173.9058,6097.3975
87,38470.6940,46837.2292,31596.8727,15435.6304
88,43320.8137,41584.8478,23584.0695,11168.1906
89,45213.1040,42880.1648,15858.5423,3508.1323
90,29043.9377,48163.7145,21331.5517,8142.2924
91,17146.3728,15295.1400,4838.9522,11010.8809
92,38884.7547,23360.1733,20741.3932,2008.0063
93,45164.7248,49920.1733,17247.5680,14741.4927
94,27480.9684,37869.5379,11907.1395,8074.0138
95,27084.7931,29875.9113,12096.5650,3693.9108
96,19186.1469,19908.0219,23956.9678,8483.9469
97,51971.6535,46694.6069,16717.0388,20970.5947
98,58292.8282,44351.9214,16636.4242,25082.1119
99,39541.8430,33450.6820,17268.3091,24485.1396
100,27082.1225,28054.0124,20443.6555,6985.5049
101,70187.1364,53487.3705,20237.6697,8604.0205
102,38480.5521,4497.5610,11661.7907,16579.7809
103,49799.6098,41384.5563,13799.5313,12331.1883
104,12360.8676,30777.6084,28406.5763,20810.4128
105,18645.9260,20518.9283,32507.8754,17550.1471
106,26331.7907,19984.5156,4727.5202,9691.6107
107,33342.4865,39443.8694,11797.9050,12349.7652
108,27861.4122,30232.4335,15716.2412,8168.1277
109,33196.9998,37389.8789,21788.2169,7652.1154
110,9372.5203,16116.7486,21533.1631,7178.8063
111,40437.8582,61956.9266,10730.9313,6942.0129
112,53705.9163,42361.2108,19447.3223,19296.2572
113,31211.1019,23384.8153,13045.7060,7432.4113
114,66669.0645,76382.7311,17160.7371,3727.4255
115,43240.6810,54105.6621,15991.9546,7054.2419
116,50643.2434,34236.3987,25554.7763,9276.1701
117,70975.0158,61783.9899,14137.3293,5147.3155
118,40958.3037,54966.9751,25256.5479,7231.6733
119,52600.6390,54945.4620,20714.4707,5790.4582
120,32527.5665,36139.3216,11468.9966,8705.1263
121,27930.7446,27849.1001,13580.4174,4720.5823
122,50037.2663,51950.3166,23376.4039,2259.8564
123,19106.7850,18350.5350,15450.5870,5438.1789
124,47980.7039,46437.4668,10191.1493,7392.6427
125,4331.2500,34635.0832,14781.5871,14373.8094
126,39994.0872,42695.8715,14097.4697,21658.8120
127,33169.4072,33169.4072,25098.8359,9933.0583
128,31876.9537,32092.5787,3287.1290,7304.9963
129,32177.9472,50443.7878,35295.4886,7131.5393
130,42788.5508,43170.3972,25860.1854,10498.0986
131,28092.5227,25247.0347,15000.3999,24481.8739
132,20261.9962,28315.4742,6866.0858,16949.9641
133,0.0000,67539.8634,21799.5330,17027.1729
134,45862.8488,45066.7008,27993.7594,9301.7046
135,37138.6051,35690.9934,18987.2623,4395.6078
136,31079.3647,32794.4283,30272.9175,5067.4163
137,32249.6860,30823.5319,20652.4361,1856.7575
138,30232.9474,28417.2544,25928.1952,16604.9989
139,35943.7247,29876.1925,23018.4161,6256.6558
140,31778.3802,42554.3518,21614.7390,791.6954
141,20578.8985,21885.1485,19621.6685,4986.8833
142,35126.9643,17808.8981,12153.9382,5078.8718
143,34014.0145,16937.1575,24315.7961,7497.9853
144,20405.9135,7768.7500,15657.0183,14297.0730
145,45168.2487,50168.9173,31936.7050,13024.5729
146,38909.1603,61864.4081,12321.1022,3526.2828
147,39214.4737,42955.9498,16130.3620,18822.5952
148,52913.1140,48958.5950,30020.4324,8317.1118
149,65484.6466,59614.5927,20418.2596,4477.5095
150,33921.9896,29111.0211,22917.6008,6040.5336
151,60956.4903,50006.8129,25585.6367,6640.5175
152,37012.6819,18332.8314,9801.9661,12792.6644
153,23961.6093,16858.7411,3537.2734,13767.4987
154,36085.3518,42029.7832,8490.0104,11213.9628
155,15686.3735,21029.1688,18895.2911,4421.7707
156,51178.9027,47527.8343,7186.6969,4952.7164
157,42972.3628,35349.7407,28191.0886,5569.2119
158,0.0000,26984.8386,15336.7632,5975.0729
159,29559.6393,26663.1230,16033.2261,5757.0896
160,39409.7415,34399.8611,23293.7511,4831.7966
161,39459.8839,35099.3924,12971.6256,3852.2702
162,11261.3403,33117.7649,8561.7342,13282.9778
163,31031.7764,30756.7764,19242.0138,7244.6090
164,17165.7069,16624.6209,3261.3794,3849.8139
165,24883.5030,22433.4552,16345.8031,9196.0981
166,41970.2654,43763.1107,23099.8348,8049.0454
167,25922.1191,36244.6001,6059.0461,3318.9387
168,17368.2790,12984.5039,18208.3613,4699.6311
169,36310.2052,38146.2067,12258.1708,6044.0925
170,21873.0739,20286.1280,32225.2314,8586.2428
171,12556.2298,11592.4730,18769.6415,4039.2895
172,28596.8513,29249.9763,5398.9255,2423.0189
173,22667.5743,22337.0454,8292.7548,3884.5246
174,34864.9204,31455.2221,25455.0171,10097.4735
175,5513.7500,8320.6038,5950.2436,2981.8054
176,31339.1551,34823.3449,18729.9007,4402.3062
177,28729.1041,29897.8541,20987.5670,9718.2461
178,7464.9777,6809.0513,4338.1586,4046.8798
179,22615.1587,3350.8501,8745.4342,2737.2163
180,4606.2500,5112.3476,11303.1543,5239.8488
181,18095.6065,18162.2620,6701.9528,5736.5804
182,33664.9747,15061.0433,13708.4062,3842.7640
183,21134.8312,18260.7974,22554.3021,7065.4441
184,37464.2577,16461.1753,21557.0434,2829.1623
185,19058.8226,26508.9543,23115.6750,4812.7849
186,14513.3126,6024.0771,14426.5838,3099.7931
187,13345.5999,17252.1576,8060.0701,3338.5870
188,28029.5473,53651.2437,13967.6642,2749.4749
189,49536.4276,59826.6230,16139.3590,4260.7272
190,4778.1250,5156.2500,3821.7198,3620.1010
191,23525.2481,39650.9932,35377.4498,7846.3526
192,2165.6250,19665.5277,16961.9091,7012.0181
193,24050.5772,23994.8022,20234.7918,4899.6466
194,21691.5132,23690.7376,13112.6909,6127.4666
195,36118.7058,36544.1872,22532.5408,1244.3521
196,15229.3020,24732.8414,15435.8790,-359.1157
197,26662.6840,38767.1242,4833.7426,2675.4563
198,23101.3056,28857.4086,11259.3471,7136.6745
199,32749.7955,23665.2097,6767.4497,5509.0340
200,18126.1134,16661.5204,37194.9926,6246.7164
201,42905.2911,42435.3176,17791.3867,4822.8840
202,32116.1488,28060.2035,13604.2150,3569.2483
203,33449.5383,50035.6638,17864.6311,728.7700
204,46739.1435,36052.8704,29999.8616,5485.6889
205,13267.2120,43912.1866,24775.5250,8067.6239
206,12885.0999,13400.7249,32963.7547,6737.3985
207,37600.4739,32722.2766,24852.3048,4969.0162
208,23965.3397,22624.6287,16564.1384,5888.0818
209,36121.6105,28597.5281,30458.9764,3461.9048
210,49097.4947,54498.2999,21817.0450,3665.4433
211,46804.1391,50425.1367,23541.7396,6415.2788
212,17939.6034,19245.8534,10669.7765,4888.7177
213,30642.5785,13547.7822,30000.6358,5786.5643
214,32468.0882,30343.8215,14067.6173,4812.4963
215,26933.0380,3403.1250,20379.7935,8687.7643
216,9795.3187,29357.5475,20807.6706,1633.2127
217,38675.2208,12710.6640,25048.3747,4503.6700
218,34120.5563,20797.1577,18168.9097,4207.8782
219,38930.9788,29796.0937,26323.1440,3878.3505
220,32059.8780,28937.2290,30179.8258,7361.3902
221,24568.4925,25201.2247,17119.5345,6436.7833
222,19314.7095,19431.9229,37251.7116,5289.8368
223,4413.7500,30093.7369,13119.4442,5600.9082
224,51284.7178,56153.7987,19846.6767,4002.3355
225,47640.7597,45446.9366,20767.2044,5437.0745
226,3850.0000,6768.9103,10409.9183,4470.0398
227,20413.9580,19668.5392,11679.4668,2660.7252
228,22794.8865,20390.9769,30373.7373,2943.1567
229,38540.1659,39007.3568,28108.6791,5308.6566
230,20588.1470,21488.5520,12586.0811,4727.0694
231,56114.6857,30909.0543,12855.2570,3222.4939
232,15331.2862,15215.6612,6282.3686,5510.4472
233,26249.0830,40794.2697,4461.7980,3939.1746
234,30472.5026,29393.0850,11812.4216,3731.4486
235,26897.6845,42097.6306,27402.7925,5925.6033
236,28430.7097,28242.9979,16863.1074,6241.4331
237,2165.6250,2818.7500,29580.9002,4934.1218
238,25525.0745,16026.7949,22739.9563,3166.0779
239,23142.9674,33706.4878,36907.3340,6695.4531
240,43230.4457,50496.2324,34999.4389,8825.9327
241,37588.7516,33798.6543,2053.2094,6347.9315
242,23151.3263,21920.0599,12840.8583,9070.2846
243,15017.6595,23808.6700,28196.7868,8566.1648
244,45517.1208,36170.5914,30434.1472,5987.8004
245,9509.4768,16647.0329,31302.3730,3937.2294
246,15782.0401,27383.3601,29172.4864,11031.7188
247,50297.5658,37898.0393,30709.1175,5625.9430
248,57509.4784,30668.1155,18830.2242,7823.1118
249,22725.3627,27076.5513,24471.2729,6275.8743
250,31604.0376,29829.5589,33918.5769,6106.6588
251,21802.7710,14877.9061,18185.0033,3775.1005
252,49979.1048,76228.8554,13867.9289,3462.7957
253,47415.1244,39736.3848,25891.8971,9374.2725
254,38264.2642,35518.5172,8278.9103,8043.4595
255,29681.6213,4397.2500,24631.1571,5444.7895
256,8181.2500,6916.1058,18844.9053,6121.1430
257,49616.6865,41269.4743,27104.6993,4797.1183
258,30013.5143,29792.3982,21949.2872,6505.7380
259,46119.6787,41461.6022,18328.0815,2947.3701
260,37780.6683,28117.9176,33252.6954,4002.7242
261,42956.9523,49290.1539,25483.0425,4654.8030
262,27184.7021,26526.8440,12813.2397,5641.0101
263,22777.7035,22506.4260,17415.2600,4961.7130
264,48511.9068,49415.4317,31716.9956,4766.9890
265,2887.5000,4606.2500,19673.1284,2053.8083
266,40996.3897,49303.8989,25422.6673,7677.2148
267,41392.5017,35824.4116,26816.2453,16511.3327
268,46187.2144,39379.6371,39272.9118,6876.7699
269,25601.6494,37288.1095,23033.8977,7123.8861
270,24302.7302,37338.9438,20371.1817,8085.4732
271,52265.0514,31352.1020,42542.4973,5046.7593
272,16786.9749,16408.8499,5309.7724,6531.9613
273,16675.1006,22597.1506,13592.1591,4712.6157
274,50606.3517,50423.6023,26113.7305,3998.5669
275,52375.3436,54057.3078,27274.6237,6302.4580
276,20348.4969,20551.2713,21945.2156,4525.4261
277,45907.8061,70688.0281,27175.1432,4658.2233
278,25455.2731,30790.2600,34366.6744,5262.5108
279,39712.2362,52843.6964,19931.5879,4512.7430
280,68101.6127,62535.1443,15752.6477,3938.0308
281,17892.5509,20659.4452,33610.1423,8872.9226
282,4984.3750,4262.5000,15652.8394,5172.0117
283,31286.2474,23180.1896,17182.9104,5633.5435
284,21557.7981,37640.3341,22644.4120,15205.0800
285,35319.8739,4193.7500,22161.5287,11756.0318
286,15705.3725,33271.6991,8112.1345,8798.6178
287,22950.4470,21590.5236,24388.1383,5204.2034
288,31024.2873,32237.4895,34380.1555,12858.3420
289,45982.0309,21830.1176,17627.7461,6515.1652
290,20647.2798,26372.1575,20548.5985,9072.3180
291,23116.1475,27916.8200,16185.8547,6808.7818
292,10952.4710,14849.2369,22663.2413,4619.0337
293,44198.0924,35307.7401,22449.7794,5586.7764
294,36053.2912,13492.4167,23875.5086,6945.3415
295,67611.8330,69967.8241,6381.9940,8529.9573
296,25982.2022,32836.8397,20058.7584,8426.2451
297,53604.7096,39536.4568,29246.6156,16989.1419
298,32423.9666,25315.3570,16480.7609,5232.3452
299,21175.9600,32962.3266,21179.4840,9949.6992
300,13484.9483,12659.9483,23145.3159,7493.4619
301,31544.8313,17680.1386,17747.7064,4356.1014
302,5476.1717,11118.7486,21142.5247,7918.7847
303,25272.9256,26201.0506,30505.3159,4441.9648
304,29526.4177,40876.3591,28465.6999,6002.0855
305,23800.9123,24157.1623,43507.4154,9742.2165
306,25805.0503,25461.3003,10912.0824,4168.8271
307,47906.1137,49035.2124,6401.0101,6300.1289
308,43436.4277,41055.7397,25920.1420,5265.1288
309,51746.5979,52966.5195,27009.6885,4653.8396
310,30445.9859,54914.6258,18372.7275,15695.4578
311,19206.8528,19550.6028,23107.7134,7051.3061
312,41329.5048,44666.5105,26430.7753,5891.1633
313,55687.4191,32475.7631,17167.9418,9515.2850
314,13102.1863,30052.7435,28200.6220,8644.3450
315,44446.2273,43559.8941,16039.2529,227.3534
316,24893.8810,26407.1019,18331.6180,2840.3738
317,38470.8573,46964.3458,12805.6945,6406.2177
318,45730.1065,47804.6710,30344.0220,10290.0714
319,24559.6763,22894.6571,26573.4569,5943.7198
320,24563.3166,34944.9217,22628.3554,6316.6440
321,37657.4389,40235.3322,25338.8894,7148.0196
322,36327.8629,44700.3836,11710.9104,4671.7334
323,25792.1550,19356.5054,14023.8463,8016.7323
324,35284.2820,34182.9042,36624.5281,4303.1191
325,22111.6830,24819.4161,6200.2874,6726.5023
326,22524.6472,22284.0222,3311.5623,10053.0467
327,28098.1068,21350.8482,31747.9762,4792.6803
328,36949.0041,29457.2323,3567.0859,3117.5342
329,18408.7204,17446.2204,25089.2234,3104.7321
330,46917.1683,64963.2492,21090.0203,5378.3264
331,32623.2758,25703.1010,16026.3825,6057.0697
332,21538.2780,28998.6497,36169.5425,8560.0529
333,41197.6802,53664.4627,26830.3178,10486.8585
334,52901.0482,52590.0116,29432.3882,5435.4845
335,26015.2372,18883.8856,26349.6103,6524.7715
336,36388.5784,44332.1456,8480.6474,3958.7842
337,14134.9953,15988.0663,31098.7411,14266.9929
338,47517.5344,72038.5489,31904.7637,10045.7746
339,53491.1804,21549.8780,24581.9239,7227.1611
340,20045.7591,52549.4608,22573.5444,4729.8630
341,56054.9775,29326.2950,31162.1746,7014.8497
342,32837.8254,46153.4785,18759.9067,4299.0440
