day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,1784.8295,1192.0314,-328.6682,106.4948
2,1287.9129,2221.4547,807.3740,-94.6416
3,827.1121,873.7946,-41.3974,-158.1530
