config_key,config_label,n_seeds,ppo_mean_eur,ppo_std_eur,ppo_share_mean,ppo_share_std,bc_mean_eur,milp_mean_eur,random_mean_eur
W,PPO warm start (full),0,nan,nan,nan,nan,nan,nan,nan
