config_key,config_label,seed,sustain_label,tau_fcr,durations,milp_discrete_eur,milp_objective_eur,bc_eur,ppo_eur,per_cluster_policies,duration_features,connection_limit_mw,centralized_critic,ppo_eur_stochastic,random_eur,ppo_share_of_milp,bc_share_of_milp,wall_seconds,ok,collapsed,error
"W","PPO warm start (full)",0,"sogl_default",0.25,"[1.0, 2.0, 4.0]",nan,nan,nan,nan,False,True,"None",False,nan,nan,nan,nan,0.42203569412231445,False,False,"TypeError: MultiBESSMILPOptimizer.__init__() got an unexpected keyword argument 'centralized_critic'"
