Hour,Date,True_Price,Forecast_Price,PSO_Energy_Actual,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Energy_Actual,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
0,2024-01-01,107.09,111.34302544388896,0.4210526314923296,0.5999999999794283,-45.090526306513574,-45.090526306513574,1.4000000000000004,0.8325,-149.92600000000004,-149.92600000000004
1,2024-01-01,104.0,88.39999999999999,1.2631578948234599,0.9,-131.36842106163982,-176.4589473681534,0.2842105263157895,0.9,-29.557894736842112,-179.48389473684216
2,2024-01-01,100.0,85.0,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
3,2024-01-01,85.66,72.81099999999999,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
4,2024-01-01,85.0,97.74999999999999,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
5,2024-01-01,85.53,75.75334944073862,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
6,2024-01-01,95.07,100.15749232095044,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
7,2024-01-01,104.07,88.45949999999999,0.0,0.9,-0.0,-176.4589473681534,0.0,0.9,-0.0,-179.48389473684216
8,2024-01-01,106.95,105.05895927706553,-1.1999999998940998,0.5842105263436579,128.33999998867398,-48.11894737947941,0.0,0.9,-0.0,-179.48389473684216
9,2024-01-01,107.08,91.018,1.3296398890793353,0.9,-142.37783932261522,-190.49678670209462,0.0,0.9,-0.0,-179.48389473684216
10,2024-01-01,104.0,88.39999999999999,-1.899999991457401,0.4000000022480524,197.5999991115697,7.103212409475077,-1.8,0.4263157894736842,187.20000000000002,7.716105263157857
11,2024-01-01,98.13,109.59317766305843,-1.1400000085425988,0.10000000000000003,111.8682008382852,118.97141324776028,-1.24,0.1,121.68119999999999,129.39730526315785
12,2024-01-01,101.55,99.95076309554581,1.3684210526437341,0.4250000000028869,-138.9631578959712,-19.99174464821091,1.4000000000000004,0.4325000000000001,-142.17000000000004,-12.772694736842197
13,2024-01-01,98.16,85.50746351819674,0.0,0.4250000000028869,-0.0,-19.99174464821091,-1.2635000000000005,0.1,124.02516000000004,111.25246526315784
14,2024-01-01,98.17,112.8955,1.9999999999878448,0.9,-196.33999999880672,-216.33174464701762,1.4000000000000004,0.4325000000000001,-137.43800000000005,-26.1855347368422
15,2024-01-01,105.54,121.371,0.0,0.9,-0.0,-216.33174464701762,1.4000000000000004,0.7650000000000001,-147.75600000000006,-173.94153473684224
16,2024-01-01,110.0,118.74659306381447,-1.900000558073881,0.3999998531384523,209.0000613881269,-7.331683258890706,0.5684210526315785,0.9,-62.526315789473635,-236.46785052631589
17,2024-01-01,120.04,130.7422112477605,0.0,0.3999998531384523,-0.0,-7.331683258890706,0.0,0.9,-0.0,-236.46785052631589
18,2024-01-01,131.5,111.77499999999999,-1.1399994419261188,0.1,149.90992661328463,142.57824335439392,0.0,0.9,-0.0,-236.46785052631589
19,2024-01-01,132.0,130.39604029734002,0.0,0.1,-0.0,142.57824335439392,-1.8,0.4263157894736842,237.6,1.132149473684109
20,2024-01-01,127.75,146.9125,0.0,0.1,-0.0,142.57824335439392,-1.24,0.1,158.41,159.5421494736841
21,2024-01-01,113.48,130.50199999999998,0.0,0.1,-0.0,142.57824335439392,0.0,0.1,-0.0,159.5421494736841
22,2024-01-01,109.18,125.557,0.0,0.1,-0.0,142.57824335439392,0.0,0.1,-0.0,159.5421494736841
23,2024-01-01,107.2,123.27999999999999,0.0,0.1,-0.0,142.57824335439392,0.0,0.1,-0.0,159.5421494736841
24,2024-01-02,105.49,89.6665,0.0,0.1,-0.0,142.57824335439392,0.0,0.1,-0.0,159.5421494736841
25,2024-01-02,90.09,76.5765,0.0,0.1,-0.0,142.57824335439392,0.0,0.1,-0.0,159.5421494736841
26,2024-01-02,84.27,75.6380379203621,2.0,0.575,-168.54,-25.961756645606073,1.4000000000000004,0.4325000000000001,-117.97800000000002,41.56414947368408
27,2024-01-02,84.27,71.6295,1.3684210526315792,0.9,-115.31684210526318,-141.27859875086926,1.4000000000000004,0.7650000000000001,-117.97800000000002,-76.41385052631594
28,2024-01-02,84.27,96.91049999999998,0.0,0.9,-0.0,-141.27859875086926,0.5684210526315785,0.9,-47.900842105263116,-124.31469263157905
29,2024-01-02,100.0,87.5129257281283,0.0,0.9,-0.0,-141.27859875086926,0.0,0.9,-0.0,-124.31469263157905
30,2024-01-02,108.28,92.038,0.0,0.9,-0.0,-141.27859875086926,0.0,0.9,-0.0,-124.31469263157905
31,2024-01-02,113.85,130.92749999999998,0.0,0.9,-0.0,-141.27859875086926,0.0,0.9,-0.0,-124.31469263157905
32,2024-01-02,126.9,116.13295490781806,-2.0,0.37368421052631584,253.8,112.52140124913075,0.0,0.9,-0.0,-124.31469263157905
33,2024-01-02,119.5,101.575,-1.0400000000000003,0.1,124.28000000000003,236.80140124913078,-1.8,0.4263157894736842,215.1,90.78530736842094
34,2024-01-02,110.6,127.18999999999998,0.0,0.1,-0.0,236.80140124913078,-1.24,0.1,137.144,227.92930736842095
35,2024-01-02,108.28,117.36329979779462,2.0,0.575,-216.56,20.241401249130774,0.0,0.1,-0.0,227.92930736842095
36,2024-01-02,105.88,121.76199999999999,-0.599999999999885,0.41710526315792495,63.52799999998782,83.7694012491186,0.0,0.1,-0.0,227.92930736842095
37,2024-01-02,100.15,95.48489073932996,2.0,0.8921052631579249,-200.3,-116.53059875088141,0.0,0.1,-0.0,227.92930736842095
38,2024-01-02,108.28,124.52199999999999,-2.0,0.36578947368424075,216.56,100.02940124911859,0.0,0.1,-0.0,227.92930736842095
39,2024-01-02,110.0,126.49999999999999,0.24930747922145724,0.42499999999933685,-27.423822714360295,72.6055785347583,1.4000000000000004,0.4325000000000001,-154.00000000000003,73.92930736842092
40,2024-01-02,112.8,95.88,2.0,0.8999999999993369,-225.6,-152.99442146524171,1.4000000000000004,0.7650000000000001,-157.92000000000004,-83.99069263157912
41,2024-01-02,129.99,119.73536260815969,-2.0,0.3736842105256527,259.98,106.9855785347583,-1.8,0.2913157894736843,233.98200000000003,149.9913073684209
42,2024-01-02,130.0,110.5,2.0,0.8486842105256527,-260.0,-153.0144214652417,-0.7270000000000003,0.1,94.51000000000005,244.50130736842095
43,2024-01-02,124.29,135.7827324938316,-2.0,0.3223684210519685,248.58,95.56557853475832,0.0,0.1,-0.0,244.50130736842095
