day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,6252.1275,3322.1488,1188.8692,-393.2199
2,2294.1630,2228.4333,690.7741,518.3940
3,1668.5596,1226.9954,1448.2444,479.7697
