day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,32990.7082,24043.7546,21163.3199,26661.6911
2,25374.1561,28115.6387,20324.4361,35474.1841
3,28580.5210,23751.7223,19950.1514,37999.9899
4,32138.1245,34570.1333,27078.2242,35522.2074
5,27169.8726,27257.5790,24712.5905,24123.8551
6,49347.3330,50563.0024,24040.7232,30628.6613
7,48764.4949,33135.3692,17631.4310,39524.8625
8,37907.7711,37258.1304,20424.7689,23296.5996
9,43938.7532,46364.3582,19675.7987,28265.1826
10,52092.1674,55671.3613,19310.4369,14812.9990
11,32651.3148,41660.3610,29559.2741,34738.0606
12,39630.3671,54964.4635,26086.5067,29577.1772
13,37914.7423,35597.2162,23893.3279,25831.7924
14,29881.3124,32103.9202,16685.9125,33206.8704
15,23417.1548,40256.0784,24993.3148,34629.7881
16,37271.2890,37099.0270,25243.6550,35398.8936
17,30263.4494,22427.4225,28022.4833,38286.2493
18,35939.8840,42844.2911,21197.7565,37766.3677
19,31029.3900,33846.5278,23081.2892,33767.3478
20,27960.6667,27879.6507,22756.4869,36910.1458
21,25306.9283,28329.9250,22888.6089,26839.3291
22,21611.6664,20569.8568,18211.9984,36497.2172
23,29645.4438,24451.8592,30666.6898,36711.3191
24,22240.4762,22378.2050,21029.5552,32105.2053
25,22083.4798,18944.3571,23754.7636,36184.8020
26,42415.6447,37640.2258,22057.8911,27775.6778
27,41053.7250,32513.5346,27164.3533,27503.1642
28,37111.2621,38889.5936,17587.3866,19119.6311
29,21719.7867,19224.6101,29051.0901,24385.5057
30,33148.2324,29829.3555,27457.3659,26869.6336
31,32521.7146,28498.5292,19711.6859,28294.1391
32,33363.9714,29579.6259,22707.5632,28149.0297
33,44946.9184,38508.9702,23576.0552,30708.7206
34,28630.6591,48101.8721,21626.0108,27924.1899
35,21226.7037,37419.4758,27926.1838,24294.1262
36,23007.0401,20515.1306,15521.8608,35394.3690
37,31233.7572,26215.4921,21977.9445,25513.6422
