Hour,Date,True_Price,Forecast_Price,PSO_Energy_Actual,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PSO_Cumulative_Degradation_Cost,PPO_Energy_Actual,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit,PPO_Cumulative_Degradation_Cost
0,2024-01-01,107.09,106.37175792909187,-1.52,0.1,162.7768,162.7768,3.1666666666666665,-1.52,0.1,162.7768,162.7768,3.1666666666666665
1,2024-01-01,104.0,110.85087666704183,0.0,0.1,-0.0,162.7768,3.1666666666666665,0.0,0.1,-0.0,162.7768,3.1666666666666665
2,2024-01-01,100.0,94.5666155688476,0.0,0.1,-0.0,162.7768,3.1666666666666665,0.0,0.1,-0.0,162.7768,3.1666666666666665
3,2024-01-01,85.66,83.13543503344529,2.0,0.575,-171.32,-8.543199999999985,7.333333333333334,2.0,0.575,-171.32,-8.543199999999985,7.333333333333334
4,2024-01-01,85.0,89.31135516126857,1.3684210526315792,0.9,-116.31578947368423,-124.85898947368422,10.184210526315791,1.3684210526315792,0.9,-116.31578947368423,-124.85898947368422,10.184210526315791
5,2024-01-01,85.53,78.41062322832988,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791
6,2024-01-01,95.07,92.43565587709412,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791
7,2024-01-01,104.07,93.5806065383249,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791
8,2024-01-01,106.95,97.5127563302123,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791,0.0,0.9,-0.0,-124.85898947368422,10.184210526315791
9,2024-01-01,107.08,115.4952078340662,-2.0,0.37368421052631584,214.16,89.30101052631578,14.350877192982459,-1.8,0.4263157894736842,192.744,67.88501052631578,13.934210526315791
10,2024-01-01,104.0,97.55795138827418,2.0,0.8486842105263158,-208.0,-118.69898947368422,18.517543859649127,-1.24,0.1,128.96,196.84501052631578,16.517543859649123
11,2024-01-01,98.13,99.5102137941214,0.0,0.8486842105263158,-0.0,-118.69898947368422,18.517543859649127,0.0,0.1,-0.0,196.84501052631578,16.517543859649123
12,2024-01-01,101.55,104.81951955794861,-1.694729855202586,0.40270266968353,172.0998167958226,53.40082732213837,22.04823105798785,2.0,0.575,-203.1,-6.254989473684219,20.68421052631579
13,2024-01-01,98.16,92.76430276400725,2.0,0.87770266968353,-196.32,-142.91917267786164,26.214897724654517,1.3684210526315792,0.9,-134.32421052631582,-140.57920000000004,23.535087719298247
14,2024-01-01,98.17,92.80279321343937,0.09388349606934769,0.9,-9.216542809127864,-152.1357154869895,26.41048834146566,0.0,0.9,-0.0,-140.57920000000004,23.535087719298247
15,2024-01-01,105.54,101.99211608334244,0.0,0.9,-0.0,-152.1357154869895,26.41048834146566,0.0,0.9,-0.0,-140.57920000000004,23.535087719298247
16,2024-01-01,110.0,104.69635028360936,0.0,0.9,-0.0,-152.1357154869895,26.41048834146566,0.0,0.9,-0.0,-140.57920000000004,23.535087719298247
17,2024-01-01,120.04,121.86543634618664,0.0,0.9,-0.0,-152.1357154869895,26.41048834146566,0.0,0.9,-0.0,-140.57920000000004,23.535087719298247
18,2024-01-01,131.5,122.41844296176376,0.0,0.9,-0.0,-152.1357154869895,26.41048834146566,-1.8,0.4263157894736842,236.70000000000002,96.12079999999997,27.285087719298247
19,2024-01-01,132.0,132.10489662261298,-2.0,0.37368421052631584,264.0,111.86428451301049,30.577155008132326,-1.24,0.1,163.68,259.8008,29.86842105263158
20,2024-01-01,127.75,128.16048155663185,-1.0400000000000003,0.1,132.86000000000004,244.72428451301053,32.743821674798994,0.0,0.1,-0.0,259.8008,29.86842105263158
21,2024-01-01,113.48,111.88834315187057,0.0,0.1,-0.0,244.72428451301053,32.743821674798994,0.0,0.1,-0.0,259.8008,29.86842105263158
22,2024-01-01,109.18,97.83752797058001,2.0,0.575,-218.36,26.364284513010517,36.91048834146566,0.0,0.1,-0.0,259.8008,29.86842105263158
23,2024-01-01,107.2,108.56391415165572,-1.805,0.1,193.496,219.86028451301053,40.67090500813232,0.0,0.1,-0.0,259.8008,29.86842105263158
24,2024-01-02,105.49,107.19471286918615,0.0,0.1,-0.0,219.86028451301053,40.67090500813232,0.0,0.1,-0.0,259.8008,29.86842105263158
25,2024-01-02,90.09,96.5772498763376,0.0,0.1,-0.0,219.86028451301053,40.67090500813232,2.0,0.575,-180.18,79.62079999999997,34.03508771929825
26,2024-01-02,84.27,86.75068742483928,0.0,0.1,-0.0,219.86028451301053,40.67090500813232,1.3684210526315792,0.9,-115.31684210526318,-35.6960421052632,36.885964912280706
27,2024-01-02,84.27,90.22359073211146,1.36842119267837,0.4250000332611129,-115.31685390700623,104.54343060600429,43.52178249287893,0.0,0.9,-0.0,-35.6960421052632,36.885964912280706
28,2024-01-02,84.27,82.04759813654987,1.999999859953209,0.9,-168.5399881982569,-63.996557592252614,47.688448867781446,0.0,0.9,-0.0,-35.6960421052632,36.885964912280706
29,2024-01-02,100.0,106.92178557765348,0.0,0.9,-0.0,-63.996557592252614,47.688448867781446,0.0,0.9,-0.0,-35.6960421052632,36.885964912280706
30,2024-01-02,108.28,111.04117150917513,0.0,0.9,-0.0,-63.996557592252614,47.688448867781446,0.0,0.9,-0.0,-35.6960421052632,36.885964912280706
31,2024-01-02,113.85,117.26101631660083,0.0,0.9,-0.0,-63.996557592252614,47.688448867781446,0.0,0.9,-0.0,-35.6960421052632,36.885964912280706
32,2024-01-02,126.9,127.95344498250253,-2.0,0.37368421052631584,253.8,189.8034424077474,51.85511553444811,-1.8,0.4263157894736842,228.42000000000002,192.72395789473683,40.635964912280706
33,2024-01-02,119.5,120.39165301411822,-1.0400000000000003,0.1,124.28000000000003,314.08344240774744,54.021782201114775,-1.24,0.1,148.18,340.90395789473683,43.21929824561404
34,2024-01-02,110.6,107.7673838273842,0.0,0.1,-0.0,314.08344240774744,54.021782201114775,0.0,0.1,-0.0,340.90395789473683,43.21929824561404
35,2024-01-02,108.28,98.22406496494142,2.0,0.575,-216.56,97.52344240774744,58.18844886778144,2.0,0.575,-216.56,124.34395789473683,47.385964912280706
36,2024-01-02,105.88,110.62910326866749,-1.805,0.1,191.11339999999998,288.6368424077474,61.9488655344481,1.3684210526315792,0.9,-144.8884210526316,-20.544463157894768,50.236842105263165
37,2024-01-02,100.15,102.03169709414536,2.0,0.575,-200.3,88.33684240774738,66.11553220111477,0.0,0.9,-0.0,-20.544463157894768,50.236842105263165
38,2024-01-02,108.28,108.86549956900969,1.3684210526315792,0.9,-148.1726315789474,-59.83578917120002,68.96640939409723,0.0,0.9,-0.0,-20.544463157894768,50.236842105263165
39,2024-01-02,110.0,101.49778472139842,0.0,0.9,-0.0,-59.83578917120002,68.96640939409723,0.0,0.9,-0.0,-20.544463157894768,50.236842105263165
40,2024-01-02,112.8,102.84571742558717,0.0,0.9,-0.0,-59.83578917120002,68.96640939409723,0.0,0.9,-0.0,-20.544463157894768,50.236842105263165
41,2024-01-02,129.99,147.14490003673419,-2.0,0.37368421052631584,259.98,200.1442108288,73.1330760607639,-1.8,0.4263157894736842,233.98200000000003,213.43753684210526,53.986842105263165
42,2024-01-02,130.0,139.38345955977886,-1.0400000000000003,0.1,135.20000000000005,335.34421082880004,75.29974272743057,-1.24,0.1,161.2,374.63753684210525,56.5701754385965
43,2024-01-02,124.29,123.48565899681202,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
44,2024-01-02,111.26,109.63075364024168,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
45,2024-01-02,108.28,103.39100721149043,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
46,2024-01-02,106.0,100.76647233219168,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
47,2024-01-02,92.41,93.77609049058077,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
48,2024-01-03,82.5,82.6224892949953,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
49,2024-01-03,70.1,69.4023900152839,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,0.0,0.1,-0.0,374.63753684210525,56.5701754385965
50,2024-01-03,50.21346,49.85747786339113,0.0,0.1,-0.0,335.34421082880004,75.29974272743057,2.0,0.575,-100.42692,274.21061684210525,60.736842105263165
51,2024-01-03,40.0,38.91557214533145,2.0,0.575,-80.0,255.34421082880004,79.46640939409724,1.3684210526315792,0.9,-54.736842105263165,219.47377473684207,63.587719298245624
52,2024-01-03,50.0,48.909430889908755,1.3684210526315792,0.9,-68.42105263157896,186.92315819722108,82.31728658707969,0.0,0.9,-0.0,219.47377473684207,63.587719298245624
53,2024-01-03,75.0,74.56790994283752,0.0,0.9,-0.0,186.92315819722108,82.31728658707969,0.0,0.9,-0.0,219.47377473684207,63.587719298245624
54,2024-01-03,95.46,97.75834072858082,0.0,0.9,-0.0,186.92315819722108,82.31728658707969,0.0,0.9,-0.0,219.47377473684207,63.587719298245624
55,2024-01-03,108.28,103.12812895603355,0.0,0.9,-0.0,186.92315819722108,82.31728658707969,0.0,0.9,-0.0,219.47377473684207,63.587719298245624
56,2024-01-03,114.99561,116.91346874081762,-2.0,0.37368421052631584,229.99122,416.9143781972211,86.48395325374636,0.0,0.9,-0.0,219.47377473684207,63.587719298245624
57,2024-01-03,113.34489,116.67409564871069,-1.0400000000000003,0.1,117.87868560000004,534.7930637972211,88.65061992041304,-1.8,0.4263157894736842,204.020802,423.4945767368421,67.33771929824562
58,2024-01-03,107.85233,110.57345124100345,0.0,0.1,-0.0,534.7930637972211,88.65061992041304,-1.24,0.1,133.73688919999998,557.231465936842,69.92105263157895
59,2024-01-03,105.0,98.81066191453439,0.0,0.1,-0.0,534.7930637972211,88.65061992041304,0.0,0.1,-0.0,557.231465936842,69.92105263157895
60,2024-01-03,92.04644,95.19459256493944,0.0,0.1,-0.0,534.7930637972211,88.65061992041304,2.0,0.575,-184.09288,373.138585936842,74.08771929824562
61,2024-01-03,91.59366,94.87925672916242,2.0,0.575,-183.18732,351.60574379722107,92.8172865870797,1.3684210526315792,0.9,-125.33869263157897,247.79989330526303,76.93859649122807
62,2024-01-03,97.50897,98.36124039242648,1.3684210526315792,0.9,-133.4333273684211,218.17241642879998,95.66816378006216,0.0,0.9,-0.0,247.79989330526303,76.93859649122807
63,2024-01-03,106.02775,98.3749687468531,0.0,0.9,-0.0,218.17241642879998,95.66816378006216,0.0,0.9,-0.0,247.79989330526303,76.93859649122807
64,2024-01-03,109.7411,119.09915186752329,-2.0,0.37368421052631584,219.4822,437.65461642879995,99.83483044672883,0.0,0.9,-0.0,247.79989330526303,76.93859649122807
65,2024-01-03,115.81,113.45080214017382,-1.0400000000000003,0.1,120.44240000000003,558.0970164288,102.0014971133955,-1.8,0.4263157894736842,208.458,456.257893305263,80.68859649122807
66,2024-01-03,115.81,114.00129183098674,0.0,0.1,-0.0,558.0970164288,102.0014971133955,-1.24,0.1,143.6044,599.8622933052629,83.2719298245614
