day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
164,11021.4567,5440.7484,7833.3469,36825.5979
165,26655.5822,12720.6819,14838.0246,21448.0359
166,25657.3667,10330.8028,12595.5711,23593.0288
167,12251.3148,23511.0716,10328.8800,41184.2635
168,0.0000,21823.1372,10467.1985,24364.6287
169,23109.6236,29805.6369,11837.8224,19927.8948
170,15721.9742,11540.9015,11903.4866,32039.8245
171,18572.9944,17885.4944,7135.2950,20328.7630
172,12986.4536,13398.9536,15179.3807,24516.3253
173,41714.1081,32105.9221,12651.2386,23402.6518
174,48043.5504,59229.8934,14481.3666,29610.2535
175,17956.9885,7496.7592,7173.6496,17206.0547
176,19038.7486,19759.9646,6880.8309,7126.0067
177,41099.3212,41916.9631,37371.8588,28120.6345
178,7975.0000,8012.5000,9565.2621,28128.2200
179,19227.6462,19777.6462,6330.3260,34879.9638
180,9080.0099,13762.5248,12173.7422,22425.3217
181,26743.9419,9937.5320,10865.2359,23920.1718
182,17911.5026,7225.0000,13206.7099,21545.0292
183,59608.1616,60517.4049,9362.7300,24177.7914
184,27151.6279,29462.8458,17280.9553,30783.6323
185,0.0000,27053.0619,10821.8215,17800.1551
186,26228.5624,2681.8182,18145.3342,47260.0886
187,7489.4618,13195.3695,11920.4213,34012.5243
188,13478.6070,20375.9697,9635.6734,39230.8775
189,6050.0000,5084.0185,13554.8049,45276.3430
190,13192.8092,20662.5667,6457.5273,38170.2357
191,21058.3604,20370.8604,5319.0524,24887.6789
192,25072.9163,26210.2621,6776.9002,22299.1576
193,20887.1090,25558.3081,13991.4681,34952.6781
194,24379.5530,20675.6143,14627.9700,45969.4119
195,32442.0896,21560.3088,13026.9359,43773.8545
196,54160.8692,19091.8796,10074.8197,18334.2832
197,10355.4378,13277.7678,12797.3954,12855.5877
198,13910.3787,14535.3787,11801.3535,33409.8617
199,7425.0000,6325.0000,8833.4464,22521.5489
200,19552.3629,23049.8697,14457.9376,29840.1605
201,27373.2869,34255.8011,12231.4458,21007.2844
202,12957.2234,9760.1862,17974.7798,30870.6000
203,35621.2780,31854.0554,9142.1014,41075.3273
204,19886.2763,18648.7763,18076.5183,29953.3174
205,27230.7191,23360.7495,16883.6639,9301.6511
206,20038.6505,24796.3993,8681.8853,39353.2190
207,43965.7800,39668.8802,15530.8574,41806.4820
208,19504.7558,20741.9143,8138.6472,47126.8880
209,30426.9071,30898.7468,10570.3473,30327.9158
210,33735.8157,33376.8828,7400.9462,45082.2356
211,39849.2221,43257.3354,10242.7413,25111.6246
212,16752.9710,20174.9363,13935.6068,20717.7263
213,2475.0000,40015.8064,10196.9483,43046.6598
214,54936.1083,41572.5020,12898.5254,11417.8449
215,13592.7312,20228.6644,20986.8992,20999.2652
216,51167.7818,33056.3975,11735.7650,42282.3890
217,16894.7875,25761.6566,9084.4315,22926.7132
218,41679.0761,35114.8479,13113.8128,13623.1457
219,35786.3102,34723.0851,17630.1609,45856.2996
220,59477.7932,27190.6094,5690.0619,19559.9595
221,77338.9983,37793.0472,7505.2816,29161.7379
222,38062.1588,27500.9876,14837.5917,30829.2789
223,83652.3506,45167.8592,5952.8316,20644.1174
224,26287.7264,26560.7777,6087.7009,26247.9402
225,45078.1019,49398.7653,13521.6998,24794.8837
226,44128.0879,33159.3686,4530.5380,18310.2067
227,19088.4938,29304.9196,21630.2660,43754.0461
228,24262.5758,45932.8499,10063.4677,17914.1462
229,13870.9242,24322.4903,9052.4862,38737.3707
230,31407.0413,21686.8482,9234.5136,41335.3262
231,22502.9845,12517.4423,17035.2866,21488.3666
232,50136.9939,24584.1151,2179.4767,22043.2718
233,13777.8731,33958.3699,4427.9702,30134.4020
234,37416.1097,26415.9421,7157.0009,25847.0011
235,27790.2198,32052.8088,16687.2505,13075.4630
236,5500.0000,5362.5000,13775.0465,24800.1543
237,38283.4473,53738.0536,15950.1555,52769.1676
238,42878.7116,44058.3261,9044.5406,51414.0976
239,36031.1910,63037.6590,13969.3628,45416.8686
240,44211.3740,29049.3817,20200.7916,25399.4925
241,52396.9427,45712.3809,4355.2999,30452.8424
242,34950.0857,41937.0723,12802.6514,32484.5762
243,15922.5095,17604.3225,7800.0297,21838.7354
244,42624.1175,33813.6544,7968.2773,16185.0440
245,3575.0000,18457.0687,10433.4793,32309.9525
246,20416.0457,19764.1164,11997.7139,15137.6301
247,62878.9348,72953.7737,6266.4930,36748.9111
248,0.0000,53056.5027,27010.9560,25727.4448
249,28879.8362,9927.9985,6982.2652,31578.8265
250,42666.4847,49267.8922,15348.4888,16860.9452
251,9625.1731,9166.8397,16711.1291,32091.5602
252,47515.9136,17984.5007,7446.9550,51891.0827
253,39871.4766,27713.9720,22974.0363,31579.5243
254,31265.1392,29315.8426,23781.0483,31998.6094
255,42053.8794,43594.3608,16201.8200,31078.3425
256,30702.6032,58341.7642,10814.3317,55132.7782
257,6391.0000,7312.2772,5412.0172,34166.4201
258,25558.6941,19577.5075,13364.5540,29247.3394
259,16853.1959,9344.1905,18710.6178,51476.3337
260,19124.5639,18492.2736,22137.9246,42108.5046
261,20165.0306,20375.0257,15998.4687,31311.6239
262,6737.5000,14572.7055,12928.5572,39376.2300
263,16038.2022,15032.3199,20298.3272,30872.3006
264,40039.7948,16982.4279,15694.0154,27211.0605
265,29648.8030,20602.3478,18036.6750,31630.5003
266,14968.4839,9246.7423,12430.0913,28055.3676
267,6864.4357,5076.9357,15133.5054,24955.8862
268,3503.5000,10709.4248,21263.6377,49855.4050
269,48975.5992,52859.9299,10150.2401,35178.3749
270,20592.9761,24042.6969,16983.0732,8543.5548
271,21801.9234,7976.4423,16485.7397,40354.6913
272,45586.1718,44963.2061,9991.8528,50735.4909
273,25313.7955,24174.7898,12958.3815,30050.6452
274,33505.9792,33692.0613,22752.6690,39293.8770
275,24530.7296,23193.9348,14527.1660,16375.4831
276,39273.8326,39530.2144,7142.7972,21249.2691
277,50017.5934,19186.2021,8872.4789,29424.2652
278,38717.9142,34786.6864,16313.6062,46744.4078
279,18391.1374,9405.2817,11758.4464,42376.7892
280,11027.3723,4737.5000,11754.4668,20199.0389
281,31206.0447,23800.4466,17605.8012,12090.5201
282,16636.9041,22404.5490,18027.4643,35638.9989
283,32216.4112,26545.6364,13159.3473,26003.1456
284,27578.1287,42950.9682,13070.5245,15859.3845
285,18413.3770,17655.0903,23911.2460,20831.6080
286,12594.3006,8498.9719,26644.4494,14461.7337
287,13224.1746,10224.4353,12771.7419,16174.6585
288,46506.7660,36264.7865,16850.6306,27009.5282
289,46701.6371,46145.2668,16389.0202,28691.8165
290,37958.4431,37449.6304,9458.3638,33811.0279
291,24948.5991,30119.9672,12638.7457,33992.5123
292,71741.4862,56435.6277,9113.2545,48716.1229
293,27338.6940,25551.1940,11031.9031,32708.3745
294,35752.4693,35477.5271,14125.0778,41178.7272
295,11474.9972,11157.6895,9696.1731,17966.6481
296,21510.6590,10996.0469,16565.1328,45990.2168
297,17161.0390,29571.0201,14196.7039,44691.7326
298,35975.6764,62569.6368,8621.5104,41894.8323
299,46859.7625,41779.8099,18414.8101,45430.9782
300,13519.5961,16734.7435,17799.3784,33916.4013
301,34475.5555,48678.5089,8573.0601,19564.3610
302,50544.9119,43148.2393,5960.7177,26898.6768
303,23228.4096,40186.2642,16006.8077,24777.0426
304,36143.7702,12853.3921,15828.6321,32109.0675
305,31397.7548,23338.8417,10954.4163,47787.8341
306,16406.7578,1512.5000,5749.9879,29166.4608
307,32486.9773,40523.4110,13107.8493,7751.7029
308,27391.8962,5637.5000,8029.2673,27288.0693
309,48356.8156,66927.8496,17811.2263,25316.7365
310,46881.4617,45309.4045,15791.8930,35793.5965
311,23605.6187,21908.9603,12653.7886,33267.5327
312,14016.2597,11479.6602,7564.5376,44703.4123
313,2760.8611,3282.4405,18688.5255,38317.6233
314,21639.8475,13424.5713,13240.0047,30600.9799
315,42067.4256,32899.2007,13168.5350,26945.5388
316,26498.0111,4812.5000,12978.4373,39049.1585
317,45177.2768,48156.7618,15405.0417,39187.0462
318,16918.1089,17934.7755,11616.4893,20720.3285
319,44987.5639,51876.0570,13144.6021,33056.2943
320,25130.1660,35971.6471,6021.3166,37640.1405
321,43087.8932,15352.1069,16105.4927,26606.1269
322,28675.5988,41269.3779,6760.5959,25862.3987
323,31699.7130,13594.5648,11428.5493,29120.9521
324,52720.3406,44878.1492,26275.3041,33277.0047
325,26541.4041,26237.2375,11069.2024,32514.7142
326,13745.0257,14295.0257,6478.5905,11972.7387
327,39734.1100,34707.4812,13306.1527,28641.6827
328,29523.5395,25941.3127,7521.4447,16279.2441
329,76655.3605,60551.3538,10860.5557,24347.0060
330,30675.1382,29163.7839,19687.7907,27338.7893
331,25610.4104,24544.8646,10773.8868,30908.3386
332,26533.9910,47206.6058,20052.2291,36554.3260
333,47817.6838,43050.1199,10181.6169,35117.4565
334,39840.3770,35913.0589,11460.5531,33590.8140
335,35884.1701,35767.6813,4517.5481,15605.5754
336,68893.9549,61383.8378,15844.6379,35524.2830
337,58437.8175,38373.5820,13136.4988,14874.5797
338,57338.7943,17756.5071,9126.4845,28539.0581
339,20310.6022,30684.5342,12282.5232,13957.9426
340,36478.1671,21801.0645,11477.8852,32144.8607
341,57008.1434,23656.9884,24234.0185,36087.8340
342,46935.1710,24625.2900,11986.4006,33704.8008
343,57495.7192,61177.2614,13727.1001,22608.5510
344,24014.4227,42256.2732,24240.0620,44352.9291
345,26592.9172,26827.6425,7374.3155,16416.3590
346,12699.9729,19542.0621,9812.6421,8729.5915
347,0.0000,52571.8144,27994.3707,24783.9767
348,3301.3429,1787.5000,17457.8756,15314.4124
349,25547.0246,26857.8274,8177.2235,39472.3683
350,26943.7731,37473.0066,13212.5168,22818.2215
351,57816.9383,54324.0897,15478.5971,33397.6828
352,34492.3700,54636.2156,10950.0474,39642.4637
353,43075.0056,44042.0015,8551.5904,34308.9801
354,37994.9509,38682.4509,13699.1873,37046.1672
355,25165.1759,7564.8499,7811.9525,8816.6567
356,34848.2339,49860.9871,12463.5689,32095.6031
357,37741.5886,59639.2702,18065.9114,40855.3845
358,90524.6035,23761.4723,17494.5608,15900.7440
359,43775.5531,42782.1649,16812.8246,15436.6187
360,90089.9527,61804.6259,20648.4167,38247.9126
361,54552.8723,30025.3751,11448.6818,49820.2870
362,20137.2463,20962.2463,24232.8927,54689.2169
363,32733.5225,41528.9336,12870.8932,31567.5099
364,34286.3909,32049.4883,13432.6466,47178.5697
365,49823.2164,44961.9852,25450.4821,26652.0578
366,54358.6872,20548.9689,17521.9073,46157.1229
