day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,32992.7082,18848.1725,3956.4201,27441.4751
2,25376.1561,28033.2496,5153.2585,27543.6387
3,28581.5210,25121.2776,7138.7198,22652.7700
4,32139.1245,39795.7963,13123.3815,18283.2136
5,27170.8726,15404.5403,7678.5740,24966.9235
6,49348.3330,38560.3575,7396.7561,19967.1261
7,48765.4949,32480.8673,1111.3866,30632.7182
8,37908.7711,43082.2001,7279.4448,30737.2566
9,43939.7532,45584.8896,8989.7260,35944.0482
10,52092.1674,51408.3335,4780.6285,24367.9544
11,32651.3148,36778.7164,4907.9081,33505.4099
12,39631.3671,35914.6803,7255.9674,24676.6310
13,37916.7423,36615.6992,12604.9405,34326.5455
14,29883.3124,35179.0805,2436.3991,26973.3598
15,23418.1548,18525.8472,7966.4134,24585.9144
16,37272.2890,33737.8741,10495.0026,31513.1176
17,30264.4494,25943.6071,7543.6665,26720.0659
18,35939.8840,41880.5568,6219.2511,23440.8670
19,31029.3900,40017.2633,8527.7241,28213.2402
20,27962.6667,25016.6577,4622.1806,20498.2252
21,25308.9283,31980.5646,11070.7243,31521.9535
22,21612.6664,24095.0931,6868.4460,31818.1753
23,29646.4438,28214.3366,10022.9228,31981.1309
24,22242.4762,21583.9853,4762.6345,24459.2166
25,22083.4798,22588.3578,6157.3122,39644.9771
26,42417.6447,36020.3807,6298.1448,30020.1863
27,41055.7250,35825.9809,3372.6604,25511.3007
28,37113.2621,43349.1176,7156.2752,25493.7002
29,21719.7867,37372.8802,9627.9125,35206.5076
30,33149.2324,35439.5895,8246.2518,23525.3342
31,32522.7146,31872.3437,4876.4708,31646.0291
32,33363.9714,40496.9658,5808.0922,33794.9641
33,44948.9184,37591.7495,2503.0956,29746.4102
34,28630.6591,34820.6631,7707.5608,29572.2175
35,21227.7037,30898.4720,11183.9232,24541.9613
36,23009.0401,32365.9132,5326.1689,20163.9978
37,31233.7572,51502.5856,4138.2598,30506.6038
38,35354.4895,30029.3424,3764.2474,20483.0523
39,37768.7520,36708.1714,6931.6805,34636.7416
40,34163.2035,35391.2682,6275.7074,13119.7180
41,38670.4553,44599.6450,5467.5423,23260.6096
42,37115.8503,35079.2711,6117.7496,30752.0767
43,52909.8857,58484.4390,4469.6081,34093.7129
44,41899.1010,43263.1566,5051.1549,31658.4513
45,24897.7534,31162.9845,5920.6747,41478.3982
46,44425.1558,50531.6151,3674.1215,40386.2528
47,38128.3049,43392.3039,5698.9859,23766.5404
48,38556.7355,35747.2729,6176.8549,30598.7226
49,28933.7048,25353.3959,1568.2551,25464.3885
50,29239.2770,34174.0995,5107.9210,37403.7226
51,44048.2402,46017.8273,4831.8787,24554.9210
52,44057.2394,47594.3966,8862.5851,24033.3313
53,36445.0791,43514.3982,10285.4269,34217.9489
54,34948.2457,42789.9831,7402.9897,25724.7984
