day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,78643.9835,68546.7152,17877.5774,31374.3427
2,50407.1178,49179.4891,2554.5882,30154.2098
3,5500.0000,4125.0000,6425.1078,43342.9420
4,31714.2169,16922.1492,13935.1515,27591.5951
5,15784.4370,6337.5000,6792.8441,15703.2797
6,41454.6675,60366.4076,9900.5973,27706.2345
7,37777.6727,35959.4497,8757.0475,7502.4383
8,63212.1120,83671.3361,3981.3515,29271.8801
9,31337.3886,34865.9696,6647.4982,46412.9023
10,13763.3623,13488.3623,4770.7549,34262.1306
11,27561.3089,27999.4668,14096.7727,36196.9591
12,44732.5646,36172.5443,2065.3831,31219.9709
13,30333.4845,22696.3442,6935.2876,33866.4548
14,55793.3609,64374.6001,3798.7040,22190.3082
15,36915.7767,11895.7225,10590.7769,51171.9278
16,7012.5000,11877.2798,6970.6177,26729.1036
17,16255.1587,11710.9018,9037.8026,35712.3021
18,46183.7914,47420.7131,6066.8283,26231.6117
19,13728.7424,6875.0000,18411.1178,15132.5906
20,18739.3844,11844.6922,9405.7960,19798.4876
21,13832.8278,13970.3278,5592.5632,12994.2319
22,39100.9086,30317.6458,3951.7729,34607.2938
23,4812.5000,6187.5000,11294.2328,34234.0274
24,7425.0000,45248.2406,12138.9475,17498.2955
25,31975.9675,33220.7102,5960.4396,27926.3290
26,32004.3461,41513.6559,3756.5455,15352.2154
27,57722.4097,53471.3311,6245.8038,29494.7459
28,57163.0439,59160.0389,5295.2625,41779.2448
29,29571.8157,32551.4424,21230.4545,40372.2945
30,23021.0057,27997.9392,5475.3431,32373.8174
31,97534.8912,87451.0203,4776.4791,41141.7600
32,68811.6525,28290.6262,2256.8487,28354.1961
33,39230.4460,50382.6877,3090.1195,30443.4079
34,53619.8317,38128.0228,11363.6643,33013.0522
35,64821.3085,48398.5360,11088.1523,37467.0875
36,22410.8671,15803.7734,8681.2254,37441.3710
37,21052.1228,14519.8148,7657.5584,45777.7930
38,40501.3665,17196.0155,5663.4145,27366.1872
39,22728.3679,18451.0816,11816.9349,40427.0847
40,28836.3028,25582.2208,5328.5121,40494.5886
41,34202.8045,42215.7647,3142.7055,26649.9940
42,30635.8664,39921.8295,8371.5258,24466.8710
43,7012.5000,6737.5000,14694.7126,29532.7275
44,56179.0895,55697.3445,11540.2103,17376.4896
45,38909.8314,21747.6970,8376.4400,28741.5125
46,24471.2610,19539.2647,9389.8087,33127.2853
47,0.0000,24798.6148,6759.6109,23512.1826
48,57502.5307,64060.4193,4730.9583,27887.8170
49,36356.8046,28405.4195,3815.4364,25984.6074
50,22109.1593,73673.4311,5903.7868,28624.2477
51,21087.9383,33657.3331,15143.9635,45137.9007
52,35436.2113,31761.7501,1901.8207,38077.7851
53,35579.9795,32276.4527,8753.8260,37261.2686
54,33071.4243,33142.4665,11321.3094,19702.0197
55,3575.0000,3537.5000,3429.6002,17565.5761
56,14253.7703,45711.5526,5207.7472,32902.2003
57,39147.1249,24483.0147,4392.1454,14811.4463
58,34663.6744,26838.9779,4699.5083,27885.5392
59,22564.7549,21339.6402,8991.7300,44668.0599
60,25598.0970,42386.1818,7504.1904,37830.8575
61,12806.5430,28529.1561,5768.4153,15210.7397
62,17682.5360,19443.8019,3405.8885,27482.3254
63,47653.2427,29437.5277,3621.9495,33668.9392
64,13752.8393,22171.7909,6541.6567,29599.5055
65,50792.2957,47546.8568,6841.6927,35184.7452
66,34935.4658,58640.4608,4957.4123,28086.2667
67,32008.2676,32230.6178,4208.8887,35368.8663
68,33710.0661,27994.0669,3211.6847,24307.3624
69,25670.8817,40606.1107,3686.6490,33787.1093
70,14495.3111,21515.0930,6277.7072,24257.0523
71,23812.3086,27517.1244,8104.2823,7048.1553
72,20883.7518,22627.4037,5886.6525,25280.0999
