day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,5547.0161,5126.7208,3716.6079,4846.8691
2,3207.2850,3376.0204,2497.0103,3099.8820
3,5292.6668,5510.7502,3289.1584,3297.5166
