day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,10452.6524,12645.2586,9909.3750,12645.2586
2,8288.9044,8288.9044,8374.1201,8288.9044
3,8292.7437,8292.7437,5993.9001,8292.7437
