regime,n_hours,empirical_mean,empirical_std,empirical_skew,empirical_kurt_excess,empirical_lag1_rho,normal_mu,normal_sigma,normal_log_lik,uniform_loc,uniform_half_width,uniform_log_lik,ou_theta,ou_mu,ou_sigma,ou_log_lik,fixed_bias
gas_crisis_2022,8756,0.025140044920610425,0.192277496167844,50.58953819915689,3552.5165548776586,0.5906052353343261,0.025140044920610425,0.192277496167844,2013.3041033376785,0.025140044920610425,14.25929995507939,-29337.472738796194,0.40940210306971125,0.025167943507164562,0.1551761105849373,3890.4619499300866,0.025140044920610425
normalized_2023_2024,10808,0.006322056802791614,0.10393210662308601,14.649944511328611,571.8831010477815,0.570920683320474,0.006322056802791614,0.10393210662308601,9134.112543127907,0.006322056802791614,4.844677943197208,-24545.27010198434,0.42907803900685937,0.00633940266113558,0.085335807934792,11264.299542564942,0.006322056802791614
