day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
129,24952.2068,46812.2846,9589.8486,16450.3737
130,24551.7135,29211.0555,5434.3989,12080.3905
131,47012.3312,32743.8611,10810.3215,12142.1311
132,35709.6804,28499.5141,9543.0520,12742.2145
133,0.0000,50147.0703,7979.6305,16606.5162
134,44641.4586,41846.5699,8567.7043,9912.5451
135,37435.0267,38081.8990,10629.2561,11028.2565
136,27172.9286,21963.1416,8399.8319,10944.2144
137,43015.5761,22489.6623,9016.3844,9410.3334
138,41464.6864,42592.8705,6478.1532,14297.6328
139,37822.4807,38246.0631,10086.2724,12107.4607
140,39242.3762,45862.8335,10110.1997,10557.0548
141,37413.4055,21350.3461,8164.8167,11586.9178
142,27391.1543,27219.5357,6227.6279,9346.6144
143,31356.4952,31359.6198,12525.5012,11079.7955
144,40946.2418,32535.4550,7098.9294,11109.3697
145,40807.3938,39007.9049,1503.6561,15536.7759
146,33960.5270,35907.3796,7353.3621,15616.1803
147,49409.2072,39522.4637,6987.6820,15819.5780
148,38857.4046,40333.4869,11966.5095,10524.1808
149,14709.4068,12622.8978,12308.7778,16725.0200
150,33479.6272,36271.7718,3403.5826,9414.3753
151,38938.7163,31843.5003,9652.1206,13631.0148
152,37856.8709,35699.2180,11141.3194,11489.7481
153,29610.8105,23368.7869,5953.9498,16932.8461
154,18415.0237,34656.2082,3107.4386,10580.1282
155,33192.4153,20298.3362,8931.7997,10014.1512
156,34126.6557,36765.7859,2628.9192,14161.8638
157,21356.9297,22801.7308,8665.6669,11773.9451
158,20563.2522,20859.1001,6727.1707,9244.0439
159,28899.5817,29114.4776,7723.5904,13572.4456
160,33981.2782,38796.8409,6770.2630,6624.8957
161,49640.0752,41889.2371,6577.9368,10939.2552
162,13108.1419,15194.4103,11032.4590,15913.1040
163,18179.5091,26689.0021,8907.3188,13109.3394
164,37832.0664,34437.4899,7754.5327,8790.7719
165,34718.3060,37418.3630,8880.0038,14557.9683
166,24085.5287,26290.4692,3644.3061,11764.8147
167,20004.6572,20716.1032,10355.2452,11707.5141
168,16084.4255,21835.1569,1854.0821,15786.2475
169,33234.6946,28429.7874,7195.5876,11577.9016
170,36753.2004,43373.8622,4634.1202,7829.0894
171,35275.1212,22811.8464,6838.7563,11177.7594
172,22365.8753,27831.2972,6790.4697,9117.4541
173,22793.0924,21763.6000,3393.4858,7074.5501
174,27636.6322,30370.8067,8277.7435,9256.6274
175,25930.3081,21993.6766,5926.9215,7900.7053
176,17783.0664,16626.7435,9510.8835,7744.8153
177,24690.1298,29592.1600,15731.4457,11734.8175
178,22470.6671,18505.6116,10059.6682,10092.1978
179,12623.6781,15501.3462,9554.0177,10200.8646
180,33583.6986,38122.6323,6424.8020,8486.8706
181,41001.8494,34508.0124,9998.7152,8937.4615
182,23818.5349,30251.3357,5463.4260,12858.3368
183,32227.1855,34705.6715,4685.8355,11637.0134
184,21457.9508,26908.6888,4939.8726,8482.0693
185,13266.3111,17211.7437,4515.9556,7056.7298
186,35491.5012,24996.6072,6863.8213,10376.9798
187,43287.2226,23439.1477,4657.5806,11002.6583
188,32740.6618,26278.4809,6934.0054,10001.8750
189,20841.3695,22703.9949,4155.6425,9621.8508
190,18537.1104,20398.5460,3610.1162,9682.0497
191,30558.8778,45114.9310,0.0000,10353.9670
192,29862.3683,24235.2088,9289.0378,7261.6358
193,25114.4059,27300.1566,8594.7068,6628.0074
194,26475.8974,27530.3707,5432.8540,10740.3584
195,29729.3435,29310.7034,12975.9595,9784.3688
196,29592.9911,34368.4224,6995.2664,12386.9623
197,24616.8899,22801.6980,6899.6755,7828.6931
198,19512.6797,23924.9902,11794.9265,11684.9907
199,43443.7468,42061.1268,3227.1559,7368.1330
200,43275.5991,27372.6649,8152.1423,12909.3085
201,32470.1432,31184.3591,9535.7974,12869.6236
202,36248.5052,27133.4140,7123.7115,14775.9381
203,19726.9096,20320.7046,6618.1630,8794.5320
204,37650.1221,36031.1679,9004.4159,6254.0438
205,25583.4070,22606.3057,2808.3473,14090.8855
206,16805.9589,21960.9436,5714.0081,10691.8634
207,27794.1334,17471.5644,11046.8990,6950.8341
208,21229.6683,21648.3643,7785.0833,9199.7867
209,25970.1600,30699.4503,11115.4500,8435.4508
210,36549.5755,37051.1056,8718.8104,10394.9783
211,26049.1733,26954.2476,7065.3428,8567.7988
212,18476.3355,21297.1967,12147.1367,9366.4535
213,15741.9872,15471.4792,7349.5696,6274.8419
214,15453.9272,31216.2797,8378.1547,10623.8185
215,32088.3599,13048.8501,6553.6977,9943.3735
216,26239.8358,30706.7937,8607.0090,11205.4304
217,37214.2425,32987.6064,11332.9333,10108.3646
218,14440.9232,19085.1080,11590.8341,11655.3378
219,19905.6245,20346.9177,6048.8737,12393.1986
220,34638.2213,40155.4089,9244.6239,8068.7060
221,26571.4736,27372.3330,8342.6950,9133.9044
222,29686.2629,23625.9254,4561.3769,11084.8647
223,27367.5383,43577.2659,4814.8723,11052.4075
224,42155.0992,38428.9949,12427.9101,8251.7263
225,28209.7122,30580.1525,7276.2818,10878.8706
226,18931.9660,30887.3459,10557.6271,11644.5617
227,11011.3220,13348.9356,8488.7999,9084.9392
228,17348.0293,21964.5590,5149.2575,6364.8919
229,28287.7993,20843.3872,11955.8319,7452.4431
230,23488.9310,16798.1540,8334.6333,10969.5486
231,34578.7497,39036.3421,8254.3258,6472.2499
232,31981.5991,30781.9322,8749.2649,10246.1469
233,9513.0250,16494.2960,8673.6173,10968.4053
234,25922.0357,31596.5514,6202.1843,7859.6135
235,22824.5282,21366.7651,6493.4001,10217.3692
236,39356.6963,40659.0716,8339.0789,13489.7327
237,37122.6179,29879.9030,5073.3935,13320.1091
238,40048.1529,47873.4191,8772.0316,9654.0240
239,25835.5453,37467.1580,11803.9249,13785.9321
240,27704.4632,24923.7958,6961.3741,12815.1664
241,24874.7260,12943.5100,8913.7635,14102.0730
242,26019.0827,30313.0960,7386.9931,14016.1694
243,22927.7021,24786.9159,4497.2861,14263.9922
244,21312.3380,29414.1095,8016.4188,12177.6951
245,14290.8736,22288.4008,10751.6526,7693.1905
246,26403.8397,16211.1458,8744.2182,8721.8349
247,33271.1318,38155.9346,13835.8032,11979.1316
248,52643.7891,33990.8228,9667.3567,11072.1449
249,33962.1270,34220.7492,8671.5669,11779.8747
250,60307.0369,48050.7547,7689.3595,14279.4418
251,37808.0730,36218.3700,5392.5079,10071.7433
252,20948.6058,23404.3098,3946.5746,9214.8944
253,32083.3566,27415.6149,8672.7689,10305.1746
254,21486.0671,20501.5710,7156.5990,9940.5220
255,18260.9531,21365.1940,7004.4827,10643.6652
256,37869.2531,36008.3587,6078.5143,15170.0990
257,16836.1968,20188.4710,6861.1470,8940.2461
258,15873.9820,29041.4402,4661.2727,11651.2614
259,26606.4981,23726.7108,7532.2549,9982.3296
260,26471.6758,27985.3869,6411.7622,9323.4351
261,36425.1966,39732.4427,11776.3692,13856.1481
262,29135.9352,29468.5351,5383.4961,12981.0856
263,28883.6980,26651.9538,10005.4195,11720.2884
264,48323.3711,47703.8102,6970.1972,9378.4009
265,33826.8130,26782.6511,2957.3772,8597.4874
266,35013.4508,40601.9625,4929.5172,7702.3574
267,25617.4444,26514.6705,11297.4807,11449.5843
268,32723.2250,18652.2415,14438.6783,9849.2247
269,26578.2646,29421.8863,5933.6748,9761.7167
270,25615.8795,27248.9828,5785.4728,12159.4406
271,27705.8279,26998.2914,6057.5488,12514.1514
272,26672.2857,24588.8760,5202.2741,5994.5582
273,23815.1248,30294.4581,6609.5539,12745.3232
274,33482.8084,34128.4265,5375.6656,12025.0814
275,38244.8189,55091.4511,3704.4699,7812.7069
276,36943.3029,33787.9297,11109.8643,10962.8574
277,23587.1754,28428.3719,7761.8086,13299.6534
278,41332.2811,51685.6989,7588.7494,10767.1501
279,28088.1603,23311.4281,5937.8722,11911.8849
280,24200.2428,14749.3569,11914.1740,9706.4122
281,19444.6213,17822.9219,7387.8497,11571.3649
282,27945.2024,21091.5037,7343.8707,12679.6540
283,36585.6405,27055.8776,6076.4556,11502.4270
284,34689.8327,31212.8372,12185.8232,11104.8125
285,32557.0325,38713.2490,10830.3620,11051.8204
286,34221.5602,29686.4667,6952.4531,12535.1976
287,12039.5268,13333.6479,3805.5007,11838.4177
288,25833.7919,46485.0791,10917.6857,10797.2228
289,23767.1145,19217.6398,5671.3219,15352.9606
290,27157.1416,31191.7853,6432.1353,7089.5656
291,29054.4709,22617.5346,12783.1552,10811.2436
292,48033.9748,53731.9304,13296.5906,8704.5520
293,17087.1835,20455.1629,5008.7784,9074.8338
294,39529.2056,21257.7212,4008.6451,8070.9257
295,30493.0897,24921.8921,4681.4564,10213.4362
296,22074.7712,21090.2901,6498.4735,11901.4468
297,38147.1753,31267.9523,11083.7951,9808.6414
298,35964.7678,42273.7277,13771.6441,10694.3422
299,34475.9947,34007.4547,7276.2689,14166.3263
300,25349.7473,20640.7360,6047.2353,13899.1625
301,26602.8237,26001.4920,8574.7334,4317.0603
302,36948.1238,36944.3035,10376.4945,12438.4341
303,36270.4987,41642.8425,14563.5593,10684.8349
304,32901.8102,33373.3311,12580.5957,11579.3694
305,34503.6799,35338.9572,7996.9732,13844.9636
306,28631.7307,31461.1640,5592.4374,9870.5944
307,9034.2164,24276.4866,8450.4508,10081.7212
308,22563.0471,20797.4184,7834.0420,12397.1399
309,51077.1077,54735.4105,10903.4866,13492.1099
310,24253.9884,26699.1572,6774.3727,13795.1633
311,39319.9827,39457.0497,12964.7032,11235.6734
312,26435.6397,21204.5517,6489.9347,16523.5018
313,18668.7927,19185.7769,8420.9361,11322.6470
314,20826.3402,24366.8701,8025.3012,12358.7605
315,15429.8271,17706.9182,5464.0746,9533.9732
316,40506.9611,24682.4725,8071.7686,8728.1337
317,34814.3372,35656.8075,11001.5257,13643.9105
318,22560.5041,27070.4988,9302.7897,8723.2697
319,34365.7974,35839.3947,16118.5162,14521.1248
320,25465.8021,34330.1365,3165.0851,5372.9457
321,22787.7688,22814.8754,8766.6306,9224.9898
322,22457.0728,22700.7548,2284.1033,9958.0311
323,39861.3049,33209.4552,6104.5512,6576.7143
324,32694.2214,17964.4633,7719.6191,10150.5644
325,42305.1114,46047.0556,15220.6854,9556.3829
326,10113.5717,8813.4919,5010.3034,7111.7572
327,32635.3762,23749.5355,9764.6031,8970.5866
328,18225.6715,18407.3161,8208.9783,8378.0561
329,32577.0155,27547.9195,9660.4053,11406.8518
330,32607.1222,33894.7552,20156.2441,10906.6380
331,44539.4074,42496.4501,6550.9758,7562.3534
332,22347.6418,22153.0506,9370.2502,7849.1257
333,28155.4357,22676.8197,5284.9329,9452.4573
334,29044.9747,29049.5838,13610.6216,8967.5030
335,34861.0854,31922.2012,3512.6699,6756.8555
336,29713.0859,39519.8752,8022.3899,12628.8139
337,46036.8849,46864.6783,11286.1358,7787.9288
338,37546.7190,28891.8122,15505.2545,8788.5374
339,27448.5639,28989.1801,2701.3799,7120.1363
340,39470.5011,44382.9809,7839.8935,10237.8624
341,40587.3816,38586.2915,17704.7400,8065.8361
342,30812.8802,28683.5382,10945.6057,10105.1266
343,45661.0588,43029.5523,9536.1418,12182.8535
344,34368.5016,53835.7772,10604.8658,17325.1175
345,38005.4075,34302.5315,11023.9397,5067.7617
346,53352.2050,40649.8820,14014.3650,13730.8549
347,59092.9932,63112.0615,14956.0764,14384.1963
348,52260.6551,48111.4195,11676.9206,11634.0160
349,33057.2518,40085.4371,11233.4861,10336.8302
350,33020.2183,36342.9870,7697.3761,14997.0543
351,54458.4843,51877.0216,12891.2918,14321.6410
352,37010.8564,38841.3159,14299.3622,10125.1020
353,32539.0049,35443.6855,4540.1285,11348.3233
354,29937.9622,22750.8183,5339.2221,12684.2211
355,41072.0371,37820.3309,13534.5785,10361.8315
356,34067.4628,49695.5794,12880.9568,10612.4791
357,29049.3145,29547.8503,16132.5562,10469.8886
358,52779.2982,17798.5120,12192.0938,15710.8645
359,36508.7914,36216.3486,14646.0016,11910.8405
360,33243.8763,33965.9425,7659.5333,13754.9505
361,42484.4221,39639.6400,14566.4065,13262.5371
362,39721.8130,27722.8521,11542.4898,13052.1977
363,44442.1743,34526.7688,8893.5600,16132.2824
364,25089.0849,17952.4081,9907.8596,10288.6769
365,46042.1545,45455.2779,14667.6217,12831.5795
366,44398.3526,39296.5126,12080.7648,16239.7124
