day,milp_oracle_eur,bc_policy_eur,ppo_vanilla_eur,ppo_bc_warmstart_eur
1,1803.8625,1118.1538,1764.5881,-166.8266
2,1296.6951,1561.2271,651.4130,-67.4871
3,827.6127,1300.5927,448.3213,-561.4356
