Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
0,2024-01-01,107.09,110.19563789606853,-2.0,0.09999999999999998,162.7768,162.7768,-0.8400000000000001,0.2789473684210526,89.95560000000002,89.95560000000002
1,2024-01-01,104.0,113.33690723280304,-1.9740467608503343,0.09999999999999998,-0.0,162.7768,-1.12,0.1,70.71999999999998,160.6756
2,2024-01-01,100.0,91.25723569177104,-2.0,0.09999999999999998,-0.0,162.7768,-0.8599999999999999,0.1,-0.0,160.6756
3,2024-01-01,85.66,74.47085856979922,2.0,0.575,-171.32,-8.543199999999985,-0.8599999999999999,0.1,-0.0,160.6756
4,2024-01-01,85.0,88.57915079382322,2.0,0.9,-116.31578947368423,-124.85898947368422,-0.8400000000000001,0.1,-0.0,160.6756
5,2024-01-01,85.53,94.1724949420858,2.0,0.9,-0.0,-124.85898947368422,-1.1600000000000001,0.1,-0.0,160.6756
6,2024-01-01,95.07,107.792066357511,-2.0,0.37368421052631584,190.14,65.28101052631577,-1.5,0.1,-0.0,160.6756
7,2024-01-01,104.07,100.6454338907921,2.0,0.8486842105263158,-208.14,-142.85898947368423,-1.1400000000000001,0.1,-0.0,160.6756
8,2024-01-01,106.95,94.73312777889288,2.0,0.9,-23.10831024930748,-165.9672997229917,-0.56,0.1,-0.0,160.6756
9,2024-01-01,107.08,92.92536982326467,2.0,0.9,-0.0,-165.9672997229917,-0.45999999999999996,0.1,-0.0,160.6756
10,2024-01-01,104.0,97.63840068876735,-1.8999999389124034,0.4000000160756833,197.59999364688994,31.632693923898245,-0.19999999999999996,0.1,-0.0,160.6756
11,2024-01-01,98.13,88.93012215922806,2.0,0.8750000160756832,-196.26,-164.62730607610175,-1.8599999999999999,0.1,-0.0,160.6756
12,2024-01-01,101.55,104.72376937620557,2.0,0.9,-10.689466810586824,-175.31677288668857,-1.42,0.1,-0.0,160.6756
13,2024-01-01,98.16,91.25659408573131,0.24175781855958,0.9,-0.0,-175.31677288668857,-1.44,0.1,-0.0,160.6756
